POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,141,3,2:15.126,-,-,154.3,3,Scuderia del Portello,H2 GR5 2000,,,GTAm,,,,,,,,,,,,Roberto,Arnaldi,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,103,9,2:21.888,+6.762,+0.207,147.0,10,Winkler Christoph,G2 TC 2000,,,GTAm,,,,,,,,,,,,Christoph,Winkler,,,AUT,,,,,,,Bernd,Winkler,,,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,90,7,2:25.316,+10.190,+3.428,143.5,10,Slama Franz,G2 TC 2000,,,GTAm,,,,,,,,,,,,Franz,Slama,,,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,75,3,2:26.006,+10.880,+0.690,142.8,8,ARS Motorsport,J2 TC 3000,,,Alfa 75,,,,,,,,,,,,Giovanni Battista,Girola,,,ITA,,,,,,,Nicola,Tambini,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,98,8,2:26.521,+11.395,+0.515,142.3,10,Scuderia Clemente Biondetti,G2 TC 2000,,,GTAm,,,,,,,,,,,,Walter,Ben,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,40,8,2:26.956,+11.830,+0.435,141.9,10,OKP Alfa Delta Racing Team,F TC 1600,,,Giulia Sprint GTA,,,,,,,,,,,,Michael,Erlich,,,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,188,8,2:27.952,+12.826,+0.996,141.0,9,OKP Alfa Delta Racing Team,G2 GTS 1600,,,Giulia Sprint GTA,,,,,,,,,,,,Fabrizio,Zamuner,,,ITA,,,,,,,Fabian,Körber,,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,62,8,2:34.817,+19.691,+6.865,134.7,9,Scuderia Clemente Biondetti,H1 T 2000,,,GT Veloce 2000,,,,,,,,,,,,Fabio,Gimignani,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,110,8,2:35.733,+20.607,+0.916,133.9,9,OKP Alfa Delta Racing Team,I GR5 2000,,,GTAm,,,,,,,,,,,,Bendetto,Cardillo,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,22,8,2:37.664,+22.538,+1.931,132.3,9,OKP Alfa Delta Racing Team,F TC 1600,,,Giulia TI Super,,,,,,,,,,,,Lorenz,Georgi,,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,101,7,2:44.189,+29.063,+6.525,127.0,9,Alficina,F GTS 1600,,,Giulia Spider Veloce,,,,,,,,,,,,Ciprian,Nistorica,,,ROU,,,,,,,Francesco,Turatello,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,108,7,2:44.227,+29.101,+0.038,127.0,8,Circolo della Biella,H2 TC 1600,,,Giulia Super,,,,,,,,,,,,Roberto,Brandoli,,,ITA,,,,,,,Carlo,Barbolini Cionini,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,122,7,2:46.488,+31.362,+2.261,125.3,8,Scuderia AB Motorsport,H1 T 2000,,,,,,,,,,,,,,,Renato,Benusiglio,,,ITA,,,,,,,Aurelio,Gotti,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,16,3,2:47.519,+32.393,+1.031,124.5,8,Scuderia del Grifone,F TC 1600,,,Giulia TI Super,,,,,,,,,,,,Francesco,Ramacciotti,,,ITA,,,,,,,Maurizio,Ravi Pinto,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,116,0,,,,,0,Scuderia Clemente Biondetti,G2 TC 2000,,,GTAm,,,,,,,,,,,,Franco,Monguzzi,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
