POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
11,15,Classified,12,29:21.314,+57.332,+0.838,4,1:43.249,171.2,Rexal Villorba Corse,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Benedetto,STRIGNANO,S,,ITA,,,,,,,Alberto,DI FOLCO,S,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,31,Classified,12,29:22.422,+58.440,+1.108,6,1:43.385,170.9,Target Racing,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Hampus,ERIKSSON,S,,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,34,Classified,12,29:35.227,+1:11.245,+12.805,4,1:46.154,166.5,Oregon Team,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Paul,LEVET,S,,FRA,,,,,,,Laszlo,TOTH,S,,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,Classified,12,29:39.772,+1:15.790,+4.545,5,1:47.293,164.7,Oregon Team,Am,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Pietro,PEROLINI,S,,ITA,,,,,,,Davide,RODA,B,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,Classified,12,29:44.969,+1:20.987,+5.197,7,1:44.582,169.0,CMR,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Loris,CABIROU,S,,FRA,,,,,,,Quentin,ANTONEL,S,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,99,Classified,12,29:49.029,+1:25.047,+4.060,6,1:44.334,169.4,Leipert Motorsport,Am,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Glenn,MCGEE,,,USA,,,,,,,Anthony,MCINTOSH,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,43,Classified,12,29:50.111,+1:26.129,+1.082,6,1:42.966,171.6,Iron Lynx,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Edgar,MALOIGNE,S,,FRA,,,,,,,Georgi,DIMITROV,S,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,42,Classified,12,29:50.860,+1:26.878,+0.749,6,1:43.021,171.5,Iron Lynx,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Giorgio,AMATI,S,,ITA,,,,,,,Jesse,SALMENAUTIO,S,,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,41,Classified,12,29:51.813,+1:27.831,+0.953,6,1:44.096,169.8,Iron Lynx,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Pavel,LEFTEROV,S,,BGR,,,,,,,Stefan,BOSTANDJIEV,S,,BGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,57,Classified,12,29:53.039,+1:29.057,+1.226,6,1:43.269,171.1,ART-Line,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Egor,ORUDZHEV,G,,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,90,Classified,12,29:56.387,+1:32.405,+3.348,7,1:47.699,164.1,GT3 Poland,LC,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Holger,HARMSEN,,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,16,Classified,12,29:56.972,+1:32.990,+0.585,6,1:45.565,167.4,VSR,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Andrea,FRASSINETI,S,,ITA,,,,,,,Ignazio,ZANON,S,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,97,Classified,12,29:58.376,+1:34.394,+1.404,7,1:45.268,167.9,GG Magic Motorsport,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Giuseppe,GUIRRERI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,66,Classified,12,29:59.742,+1:35.760,+1.366,3,1:45.012,168.3,VSR,Am,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Piergiacomo,RANDAZZO,B,,ITA,,,,,,,Stephane,TRIBAUDINI,B,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,Classified,12,30:00.249,+1:36.267,+0.507,4,1:44.053,169.8,UNIQ Racing,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Jerzy,SPINKIEWICZ,S,,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,10,Classified,12,30:01.424,+1:37.442,+1.175,4,1:45.017,168.3,Lamborghini Stüttgart byTarget Racing,ProAm,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Guido,LUCHETTI,S,,ITA,,,,,,,Calle,BERGMAN,S,,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,13,Classified,12,30:12.483,+1:48.501,+11.059,6,1:45.509,167.5,Schumacher CLRT,Am,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Stephan,GUERIN,B,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,3,Classified,12,30:13.195,+1:49.213,+0.712,6,1:45.430,167.6,ASR,Am,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Andrzej,LEWANDOWSKI,B,,POL,,,,,,,Adrian,LEWANDOWSKI,S,,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,33,Classified,12,30:17.023,+1:53.041,+3.828,6,1:43.206,171.2,ASR,ProAm,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Milos,PAVLOVIC,G,,SRB,,,,,,,Alessio,RUFFINI,B,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,8,Classified,12,30:19.703,+1:55.721,+2.680,4,1:45.979,166.8,Rexal Villorba Corse,LC,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Luciano,PRIVITELIO,B,,SMR,,,,,,,Donovan,PRIVITELIO,B,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,39,Classified,12,30:28.356,+2:04.374,+8.653,4,1:46.608,165.8,Target Racing,Am,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Huilin,HAN,B,,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,83,Classified,12,30:29.159,+2:05.177,+0.803,6,1:43.928,170.0,Schumacher CLRT,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Simon,GACHET,,,FRA,,,,,,,Simon,TIRMAN,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,48,Classified,12,30:32.353,+2:08.371,+3.194,6,1:44.224,169.6,DL Racing,ProAm,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Andrea,FONTANA,S,,ITA,,,,,,,Cristian,BORTOLATO,B,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,32,Classified,12,30:32.406,+2:08.424,+0.053,6,1:45.760,167.1,ASR,LC,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Petar,MATIC,B,,SRB,,,,,,,Paolo,BIGLIERI,B,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,63,Classified,12,30:33.476,+2:09.494,+1.070,6,1:45.661,167.3,Autovitesse,Am,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Cedric,LEIMER,B,,CHE,,,,,,,Julien,PIGUET,B,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,75,Classified,12,30:34.524,+2:10.542,+1.048,4,1:46.698,165.6,ART-Line,LC,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Shota,ABKHAZAVA,,,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,62,Classified,12,30:37.059,+2:13.077,+2.535,5,1:45.425,167.6,DL Racing,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Ibrahim,BADAWY,S,,EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,74,Classified,12,30:42.512,+2:18.530,+5.453,3,1:45.148,168.1,Pegasus Racing,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Anthony,NAHRA,,,FRA,,,,,,,Dimitri,ENJALBERT,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,68,Classified,12,30:59.547,+2:35.565,+17.035,6,1:45.321,167.8,DL Racing,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Filippo,LAZZARONI,S,,ITA,,,,,,,Lucas,VALKRE,S,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,93,Classified,12,32:55.857,+4:31.875,+1:56.310,5,1:47.523,164.4,Aggressive Team Italia,Am,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Karim,OJJEH,,,SAU,,,,,,,Mauro Luciano,GUASTAMACCHIA,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,24,Classified,12,33:11.449,+4:47.467,+15.592,4,1:49.475,161.4,AKF Motorsport,Am,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Oliver,FREYMUTH,B,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,50,Classified,12,33:12.426,+4:48.444,+0.977,4,1:44.136,169.7,DL Racing,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Riccardo,IANNIELLO,S,,ITA,,,,,,,Rodrigo,TESTA,S,,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,76,Classified,12,33:14.544,+4:50.562,+2.118,4,1:45.937,166.8,Schumacher CLRT,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Lola,LOVINFOSSE,,,FRA,,,,,,,Jean-Baptiste,MELA,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,72,Classified,12,34:35.367,+6:11.385,+1:20.823,4,1:46.047,166.6,DL Racing,Am,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Diego,LOCANTO,,,ITA,,,,,,,Stefano,PEZZUCCHI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,27,Classified,11,26:17.179,1 Lap,1 Lap,4,1:46.329,166.2,CMR,Am,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Stephane,LEMERET,B,,BEL,,,,,,,Rodrigue,GILLION,B,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,77,Classified,11,28:25.317,1 Lap,+2:08.138,4,1:48.135,163.4,BDR Competition by Grupo Prom,LC,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Alfredo,HERNANDEZ,,,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,69,Classified,11,28:27.062,1 Lap,+1.745,6,1:48.227,163.3,GM Motorsport,Am,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Marco,GERSAGER,S,,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,17,Classified,11,28:27.662,1 Lap,+0.600,6,1:52.174,157.5,DS Racing,LC,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Serge,DOMS,S,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,4,Classified,11,28:28.330,1 Lap,+0.668,5,1:48.427,163.0,Iron Lynx,ProAm,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Claude-Yves,GOSSELIN,B,,BEL,,,,,,,Joran,LENEUTRE,S,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,26,Classified,11,28:30.247,1 Lap,+1.917,4,1:45.576,167.4,Rexal Villorba Corse,Am,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Cyril,SALEILLES,B,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,49,Classified,11,28:32.556,1 Lap,+2.309,4,1:49.086,162.0,Iron Lynx,LC,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,John,SEALE,B,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,Not classified,5,10:08.060,,,3,1:45.204,168.0,Micanek Motorsport Powered by Buggyra,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Jachym,GALAS,S,,CZE,,,,,,,Matej,PAVLICEK,S,,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
