POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,7,2,1:48.812,-,-,179.1,38,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 HYBRID,M,67496,380,4169,6054,2,121,,,Toyota GR,,Mike,CONWAY,P,,GBR,,215,188,,,,Jose Maria,LOPEZ,P,,ARG,,8418,13,,,,Sébastien,BUEMI,,,CHE,,138,219,,,,,,,,,,,,,,,,,,,,,,
2,94,2,1:49.600,+0.788,+0.788,177.8,38,Peugeot TotalEnergies,HYPERCAR,H,,Peugeot 9X8,M,67495,6151,4169,6112,4014,70,,,Peugeot TE,,Nico,MÜLLER,P,,CHE,,8876,219,,,,Malthe,JAKOBSEN,,,DNK,,,,,,,Yann,EHRLACHER,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,
13,38,7,1:55.934,+7.122,+0.268,168.1,15,JOTA,LMP2,,,Oreca 07 - Gibson,G,66886,27,3,5626,256,188,,,JOTA,,Doriane,PIN,,,FRA,,,,,,,Oliver,RASMUSSEN,,,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,45,17,1:56.212,+7.400,+0.278,167.7,20,Algarve Pro Racing,LMP2,P/A,,Oreca 07 - Gibson,G,66905,92,3,5626,256,184,,,APR,,Filip,UGRAN,,,ROM,,,,,,,Kyffin,SIMPSON,,,USA,,,,,,,Fred,POORDAD,,,USA,,,,,,,Mahaveer,RAGHUNATHAN,,,IND,,,,,,,,,,,,,,,,,,,
15,52,29,1:58.621,+9.809,+2.409,164.2,34,AF Corse,LMGTE Pro,,,Ferrari 488 GTE Evo,M,64430,16,2,5910,3,119,,,AF Corse,,Lorenzo,COLOMBO,,,ITA,,,,,,,Antonio,FUOCO,P,,ITA,,10091,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,64,3,1:58.622,+9.810,+0.001,164.2,37,Corvette Racing,LMGTE Pro,,,Chevrolet Corvette C8.R,M,66895,36,2,5984,4,66,,,Corvette Racing,,Ben,KEATING,,,USA,,,,,,,Nicolas,VARRONE,,,ARG,,,,,,,Axcil,JEFFERIES,,,ZWE,,,,,,,Nick,TANDY,,,GBR,,,,,,,,,,,,,,,,,,,
17,46,29,2:00.749,+11.937,+2.127,161.4,30,Team Project 1,LMGTE Am,,,Porsche 911 RSR - 19,M,66889,5786,4,5965,4368,5,,,Team Project 1,,Maxime,OOSTEN,,,NLD,,,,,,,Mikkel,PEDERSEN,,,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,21,20,2:01.980,+13.168,+1.231,159.7,33,AF Corse,LMGTE Am,,,Ferrari 488 GTE Evo,M,67736,16,4,5910,3,119,,,AF Corse,,Lilou,WADOUX,S,,FRA,,,,,,,François,HERIAU,B,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,98,3,2:02.612,+13.800,+0.632,158.9,25,Northwest AMR,LMGTE Am,,,Aston Martin Vantage AMR,M,10848,6159,4,5896,260,40,,,Northwest AMR,,Jonathan,HOGGARD,S,,GBR,,10850,178,,,,Patrick,GALLAGHER,S,,USA,,10849,66,,,,Indy,DONTJE,S,,NLD,,10850,178,,,,Lorcan,HANAFIN,,,GBR,,10851,188,,,,David,PITTARD,S,,GBR,,,,,,,,,,,,,
20,777,23,2:02.715,+13.903,+0.103,158.8,35,D'Station Racing,LMGTE Am,,,Aston Martin Vantage AMR,M,67469,6071,4,5896,260,121,,,DStation Racing,,Finn,GEHRSITZ,,,DEU,,,,,,,Ryan,HARDWICK,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,44,0,,,,,0,ARC Bratislava,LMP2,P/A,,Oreca 07 - Gibson,G,66888,562,3,5626,256,213,,,ARC Bratislava,,Miroslav,KONOPKA,,,SVK,,4265,213,,,,Matej,KONOPKA,,,SVK,,,,,,,Finn,GEHRSITZ,,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,
22,51,0,,,,,0,AF Corse,LMGTE Pro,,,Ferrari 488 GTE Evo,M,66890,16,2,5910,3,119,,,AF Corse,,Alessandro,PIER GUIDI,P,,ITA,,340,119,,,,James,CALADO,P,,GBR,,300,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,92,0,,,,,0,Porsche GT Team,LMGTE Pro,,,Porsche 911 RSR - 19,M,64441,5556,2,5965,4368,5,,,Porsche GT Team,,Michael,CHRISTENSEN,P,,DNK,,532,57,,,,Kevin,ESTRE,P,,FRA,,1292,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
