POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
11,65,12,2:25.443,+3.086,+0.891,173.4,12,Team RaceArt,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Sam,Jongejan,,,NLD,JON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,4,2:25.615,+3.258,+0.172,173.2,12,JW Raceservice,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Sacha,Norden,,,NLD,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,98,10,2:25.761,+3.404,+0.146,173.0,13,PG Motorsport,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Nick,Ho,,,NLD,HO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,121,7,2:25.807,+3.450,+0.046,172.9,16,Q1 Trackracing,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Valters,Zviedris,,,LVA,ZVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,48,12,2:25.852,+3.495,+0.045,172.9,14,Porsche Estonia,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Thomas,Kangro,,,EST,KAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,6,2:26.026,+3.669,+0.174,172.7,13,RedAnt Racing,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Dréke,Janssen,,,NLD,JAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,77,12,2:26.155,+3.798,+0.129,172.5,15,Team RaceArt,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Jules,Grouwels,,,NLD,GRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,5,4,2:26.314,+3.957,+0.159,172.3,14,Team GP Elite,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Domas,Raudonis,,,LTU,RAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,39,8,2:26.476,+4.119,+0.162,172.1,15,39 Racing,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Jani,Käkelä,,,FIN,KÄK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,36,11,2:26.923,+4.566,+0.447,171.6,15,Hans Weijs Motorsport,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Ralph,Poppelaars,,,NLD,POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,3,6,2:27.681,+5.324,+0.758,170.7,15,PG Motorsport,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Ziad,Geris,,,NLD,GER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2,5,2:28.075,+5.718,+0.394,170.3,6,Speedlover,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Maxime,Bertho,,,BEL,BER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
