POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
11,98,Classified,12,34:17.932,+16.007,+3.019,4,2:26.150,172.5,PG Motorsport,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Nick,Ho,,,NLD,HO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,77,Classified,12,34:19.175,+17.250,+1.243,4,2:26.378,172.3,Team RaceArt,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Jules,Grouwels,,,NLD,GRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,48,Classified,12,34:19.745,+17.820,+0.570,10,2:26.457,172.2,Porsche Estonia,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Thomas,Kangro,,,EST,KAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,121,Classified,12,34:19.882,+17.957,+0.137,4,2:25.489,173.3,Q1 Trackracing,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Valters,Zviedris,,,LVA,ZVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,39,Classified,12,34:22.724,+20.799,+2.842,4,2:26.618,172.0,39 Racing,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Jani,Käkelä,,,FIN,KÄK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2,Classified,12,34:33.152,+31.227,+10.428,4,2:28.471,169.8,Speedlover,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Maxime,Bertho,,,BEL,BER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36,Not classified,8,35:10.460,,,4,2:35.170,162.5,Hans Weijs Motorsport,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Ralph,Poppelaars,,,NLD,POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92,Not classified,4,11:59.544,,,3,2:25.284,173.6,D'IETEREN LUXURY PERFORMANCE,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Benjamin,Paque,,,BEL,PAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,Not classified,4,12:04.633,,,4,2:25.906,172.8,Team RaceArt,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Sam,Jongejan,,,NLD,JON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,Not classified,3,10:13.272,,,2,2:30.945,167.0,Team GP Elite,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Maik,Rosenberg,,,DEU,ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Not classified,0,,,,0,,,PG Motorsport,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Ziad,Geris,,,NLD,GER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
