POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,8,2,3:26.246,-,-,237.8,32,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 - Hybrid,M,97847,380,4167,6206,2,121,,,TOYOTA GAZOO,,Sébastien,BUEMI,P,,SUI,,138,219,,0:45:00,None,Brendon,HARTLEY,P,,NZL,,152,168,,0:45:00,None,Ryo,HIRAKAWA,P,,JPN,,8166,121,,0:45:00,None,Mike,CONWAY,P,,GBR,,215,188,,,,José Maria,LOPEZ,P,,ARG,,8418,13,,,,,,,,,,
17,38,20,3:29.119,+2.873,+0.210,234.6,22,Cadillac Hertz Team JOTA,HYPERCAR,H,,Cadillac V-Series.R,M,97859,6429,4167,6203,4097,66,,,CADILLAC HTJ,,Earl,BAMBER,P,,NZL,,1290,168,,0:45:00,None,Sébastien,BOURDAIS,P,,FRA,,98,70,,0:45:00,None,Jenson,BUTTON,P,,GBR,,9180,188,,0:45:00,None,Will,STEVENS,P,,GBR,,11044,188,,,,Alex,LYNN,P,,GBR,,11043,188,,,,,,,,,,
18,007,25,3:29.249,+3.003,+0.130,234.4,35,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,97905,6427,4167,6273,260,66,,,ASTON MARTIN,,Harry,TINCKNELL,P,,GBR,,303,188,,0:45:00,None,Tom,GAMBLE,G,,GBR,,9549,188,,0:45:00,None,Ross,GUNN,P,,GBR,,8402,188,,,,,,,,,,,,,,,,,,,,,,
19,93,3,3:29.386,+3.140,+0.137,234.3,33,Peugeot TotalEnergies,HYPERCAR,H,,Peugeot 9X8,M,97875,6151,4167,6112,4014,70,,,PEUGEOT TE,,Paul,DI RESTA,P,,GBR,,9293,188,,0:45:00,None,Mikkel,JENSEN,P,,DEN,,8276,57,,0:45:00,None,Jean-Eric,VERGNE,P,,FRA,,8528,70,,0:45:00,None,Théo,POURCHAIRE,P,,FRA,,11672,70,,,,,,,,,,,,,,,,
20,009,6,3:29.422,+3.176,+0.036,234.2,19,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,97848,6427,4167,6273,260,66,,,ASTON MARTIN,,Alex,RIBERAS,G,,ESP,,10376,64,,0:45:00,None,Marco,SORENSEN,P,,DEN,,11446,57,,0:45:00,None,Roman,DE ANGELIS,G,,CAN,,10307,40,,,,,,,,,,,,,,,,,,,,,,
21,94,9,3:29.440,+3.194,+0.018,234.2,31,Peugeot TotalEnergies,HYPERCAR,H,,Peugeot 9X8,M,97876,6151,4167,6112,4014,70,,,PEUGEOT TE,,Loïc,DUVAL,P,,FRA,,14,70,,0:45:00,None,Malthe,JAKOBSEN,G,,DEN,,9610,57,,0:45:00,None,Stoffel,VANDOORNE,P,,BEL,,9520,23,,0:45:00,None,Théo,POURCHAIRE,P,,FRA,,11672,70,,,,,,,,,,,,,,,,
22,22,3,3:35.770,+9.524,+6.330,227.3,26,United Autosports,LMP2,,,Oreca 07 - Gibson,G,97888,532,3,5626,256,188,,,UNITED,,Renger,VAN DER ZANDE,P,,NED,,1920,178,,,,Pietro,FITTIPALDI,G,,USA,,9171,66,,,,David,HEINEMEIER HANSSON,S,,DEN,,11046,57,,,,,,,,,,,,,,,,,,,,,,
23,29,26,3:36.225,+9.979,+0.455,226.9,32,TDS Racing,LMP2,P/A,,Oreca 07 - Gibson,G,97893,6350,3,5626,256,70,,,TDS RACING,,Rodrigo,SALES,B,,USA,,9754,66,,,,Mathias,BECHE,G,,SUI,,151,219,,,,Clément,NOVALAK,G,,FRA,,11254,70,,,,,,,,,,,,,,,,,,,,,,
24,199,4,3:36.540,+10.294,+0.315,226.5,27,AO by TF,LMP2,P/A,,Oreca 07 - Gibson,G,97900,6369,3,5626,256,66,,,AO BY TF,,PJ,HYETT,B,,USA,,10826,66,,,,Dane,CAMERON,P,,USA,,10328,66,,,,Louis,DELETRAZ,G,,SUI,,9621,219,,,,,,,,,,,,,,,,,,,,,,
25,43,32,3:36.566,+10.320,+0.026,226.5,33,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,97896,402,3,5626,256,181,,,INTER EUROPOL,,Jakub,SMIECHOWSKI,S,,POL,,1670,181,,,,Tom,DILLMANN,G,,FRA,,1352,70,,,,Nick,YELLOLY,P,,GBR,,11946,188,,,,,,,,,,,,,,,,,,,,,,
26,183,7,3:37.519,+11.273,+0.953,225.5,31,AF Corse,LMP2,P/A,,Oreca 07 - Gibson,G,97899,16,3,5626,256,119,,,AF CORSE,,François,PERRODO,B,,FRA,,260,70,,,,Matthieu,VAXIVIERE,G,,FRA,,7798,70,,,,Antonio,FELIX DA COSTA,P,,POR,,9024,184,,,,,,,,,,,,,,,,,,,,,,
27,23,24,3:37.642,+11.396,+0.123,225.4,30,United Autosports,LMP2,P/A,,Oreca 07 - Gibson,G,97889,532,3,5626,256,188,,,UNITED,,Daniel,SCHNEIDER,B,,BRA,,9601,32,,,,Oliver,JARVIS,P,,GBR,,93,188,,,,Benjamin,HANLEY,G,,GBR,,1972,188,,,,,,,,,,,,,,,,,,,,,,
28,28,28,3:38.098,+11.852,+0.456,224.9,29,IDEC Sport,LMP2,,,Oreca 07 - Gibson,G,97892,522,3,5626,256,70,,,IDEC SPORT,,Paul,LAFARGUE,S,,FRA,,1552,70,,,,Job,VAN UITERT,G,,NED,,8984,178,,,,Sebastian,ALVAREZ,S,,MEX,,10425,151,,,,,,,,,,,,,,,,,,,,,,
29,37,24,3:38.122,+11.876,+0.024,224.9,31,CLX - Pure Rxcing,LMP2,,,Oreca 07 - Gibson,G,97895,6425,3,5626,256,137,,,CLX PURE RXCING,,Aliaksandr,MALYKHIN,S,,KNA,,10938,198,,,,Tom,BLOMQVIST,P,,GBR,,8318,188,,,,Tristan,VAUTIER,G,,FRA,,530,70,,,,,,,,,,,,,,,,,,,,,,
30,18,4,3:38.301,+12.055,+0.179,224.7,32,IDEC Sport,LMP2,,,Oreca 07 - Gibson,G,97904,6145,3,5626,256,70,,,IDEC SPORT,,Jamie,CHADWICK,S,,GBR,,10298,188,,,,Mathys,JAUBERT,S,,FRA,,10748,70,,,,André,LOTTERER,P,,GER,,7,5,,,,,,,,,,,,,,,,,,,,,,
31,45,3,3:38.431,+12.185,+0.130,224.6,33,Algarve Pro Racing,LMP2,P/A,,Oreca 07 - Gibson,G,97897,92,3,5626,256,184,,,APR,,George,KURTZ,B,,USA,,11041,66,,,,Nicky,CATSBURG,P,,NED,,9020,178,,,,Alexander,QUINN,G,,GBR,,11463,188,,,,,,,,,,,,,,,,,,,,,,
32,24,6,3:38.514,+12.268,+0.083,224.5,30,Nielsen Racing,LMP2,P/A,,Oreca 07 - Gibson,G,97890,5670,3,5626,256,188,,,NIELSEN RACING,,Naveen,RAO,B,,USA,,10398,66,,,,Cem,BÖLÜKBASI,S,,TUR,,10133,240,,,,Colin,BRAUN,G,,USA,,4667,66,,,,,,,,,,,,,,,,,,,,,,
33,11,8,3:38.552,+12.306,+0.038,224.4,26,Proton Competition,LMP2,P/A,,Oreca 07 - Gibson,G,97886,45,3,5626,256,5,,,PROTON,,Giorgio,RODA,B,,ITA,,458,119,,,,Rene,BINDER,G,,AUT,,9190,17,,,,Bent,VISCAAL,G,,NED,,10541,178,,,,,,,,,,,,,,,,,,,,,,
34,16,3,3:39.096,+12.850,+0.544,223.9,24,RLR M Sport,LMP2,P/A,,Oreca 07 - Gibson,G,97887,530,3,5626,256,188,,,RLR M SPORT,,Michael,JENSEN,B,,DEN,,9543,57,,,,Ryan,CULLEN,S,,GBR,,492,188,,,,Patrick,PILET,P,,FRA,,68,70,,,,,,,,,,,,,,,,,,,,,,
35,9,9,3:39.330,+13.084,+0.234,223.7,31,Iron Lynx - Proton,LMP2,,,Oreca 07 - Gibson,G,97885,6371,3,5626,256,5,,,IRONLYNX-PROTON,,Jonas,RIED,S,,GER,,10879,5,,,,Maceo,CAPIETTO,S,,FRA,,11469,70,,,,Reshad,DE GÉRUS,G,,FRA,,10416,70,,,,,,,,,,,,,,,,,,,,,,
36,25,14,3:39.357,+13.111,+0.027,223.6,31,Algarve Pro Racing,LMP2,,,Oreca 07 - Gibson,G,97891,92,3,5626,256,184,,,APR,,Matthias,KAISER,S,,LIE,,9546,136,,,,Lorenzo,FLUXA,G,,ESP,,11246,64,,,,Théo,POURCHAIRE,P,,FRA,,11672,70,,,,Sophia,FLÖRSCH,S,,GER,,9666,5,,,,,,,,,,,,,,,,
37,48,13,3:39.451,+13.205,+0.094,223.5,31,VDS Panis Racing,LMP2,,,Oreca 07 - Gibson,G,97898,6426,3,5626,256,70,,,VDS PANIS,,Oliver,GRAY,S,,GBR,,11468,188,,,,Esteban,MASSON,G,,FRA,,11272,70,,,,Franck,PERERA,P,,FRA,,1660,70,,,,,,,,,,,,,,,,,,,,,,
38,34,22,3:40.264,+14.018,+0.813,222.7,33,Inter Europol Competition,LMP2,P/A,,Oreca 07 - Gibson,G,97894,402,3,5626,256,181,,,INTER EUROPOL,,Nicholas,BOULLE,B,,USA,,9295,66,,,,Jean-Baptiste,SIMMENAUER,G,,FRA,,9342,70,,,,Luca,GHIOTTO,P,,ITA,,9577,119,,,,,,,,,,,,,,,,,,,,,,
39,87,4,3:55.276,+29.030,+15.012,208.5,27,Akkodis ASP Team,LMGT3,,,Lexus RC F LMGT3,G,97872,6361,4183,6248,4443,70,,,AKKODIS ASP,,Petru,UMBRARESCU,B,,ROU,,11848,187,,1:45:00,None,Jose Maria,LOPEZ,P,,ARG,,8418,13,,0:45:00,None,Clemens,SCHMID,S,,AUT,,11594,17,,1:45:00,None,,,,,,,,,,,,,,,,,,,
40,21,27,3:56.835,+30.589,+1.559,207.1,30,Vista AF Corse,LMGT3,,,Ferrari 296 LMGT3,G,97853,6367,4183,6245,3,119,,,VISTA AF,,François,HERIAU,B,,FRA,,1630,70,,1:45:00,None,Simon,MANN,S,,GBR,,10161,188,,1:45:00,None,Alessio,ROVERA,P,,ITA,,9837,119,,0:45:00,None,,,,,,,,,,,,,,,,,,,
41,57,3,3:56.993,+30.747,+0.158,207.0,31,Kessel Racing,LMGT3,,,Ferrari 296 LMGT3,G,97880,120,4183,6245,3,219,,,KESSEL RACING,,Takeshi,KIMURA,B,,JPN,,9416,121,,,,Daniel,SERRA,P,,BRA,,500,32,,,,Casper,STEVENSON,S,,GBR,,10872,188,,,,,,,,,,,,,,,,,,,,,,
42,78,2,3:57.227,+30.981,+0.234,206.8,30,Akkodis ASP Team,LMGT3,,,Lexus RC F LMGT3,G,97868,6361,4183,6248,4443,70,,,AKKODIS ASP,,Arnold,ROBIN,B,,FRA,,9302,70,,1:45:00,None,Jack,HAWKSWORTH,G,,GBR,,10867,188,,0:45:00,None,Finn,GEHRSITZ,S,,GER,,10113,5,,1:45:00,None,,,,,,,,,,,,,,,,,,,
43,54,8,3:57.666,+31.420,+0.439,206.4,31,Vista AF Corse,LMGT3,,,Ferrari 296 LMGT3,G,97863,6367,4183,6245,3,119,,,VISTA AF,,Thomas,FLOHR,B,,SUI,,454,219,,1:45:00,None,Francesco,CASTELLACCI,S,,ITA,,456,119,,1:45:00,None,Davide,RIGON,P,,ITA,,266,119,,0:45:00,None,,,,,,,,,,,,,,,,,,,
44,90,15,3:57.769,+31.523,+0.103,206.3,31,Manthey,LMGT3,,,Porsche 911 GT3 R LMGT3,G,97882,6362,4183,6250,4368,5,,,MANTHEY,,Antares,AU,B,,HKG,,10412,92,,,,Loek,HARTOG,S,,NED,,11949,178,,,,Klaus,BACHLER,P,,AUT,,291,17,,,,,,,,,,,,,,,,,,,,,,
45,31,3,3:58.040,+31.794,+0.271,206.1,28,The Bend Team WRT,LMGT3,,,BMW M4 LMGT3,G,97855,6437,4183,6275,4447,23,,,TEAM WRT,,Yasser,SHAHIN,B,,AUS,,10844,16,,1:45:00,None,Timur,BOGUSLAVSKIY,S,,_,,8872,254,,1:45:00,None,Augusto,FARFUS,P,,BRA,,9022,32,,0:45:00,None,,,,,,,,,,,,,,,,,,,
46,150,8,3:58.056,+31.810,+0.016,206.1,31,Richard Mille AF Corse,LMGT3,,,Ferrari 296 LMGT3,G,97883,6297,4183,6245,3,119,,,RICHARDMILLE AF,,Custodio,TOLEDO,B,,USA,,11256,66,,,,Lilou,WADOUX,S,,FRA,,10297,70,,,,Riccardo,AGOSTINI,G,,ITA,,11366,119,,,,,,,,,,,,,,,,,,,,,,
47,92,15,3:58.169,+31.923,+0.113,206.0,31,Manthey 1ST Phorm,LMGT3,,,Porsche 911 GT3 R LMGT3,G,97874,6428,4183,6250,4368,5,,,MANTHEY,,Ryan,HARDWICK,B,,USA,,10846,66,,1:45:00,None,Riccardo,PERA,S,,ITA,,9187,119,,1:45:00,None,Richard,LIETZ,P,,AUT,,66,17,,0:45:00,None,,,,,,,,,,,,,,,,,,,
48,46,24,3:58.294,+32.048,+0.125,205.9,29,Team WRT,LMGT3,,,BMW M4 LMGT3,G,97860,5518,4183,6275,4447,23,,,TEAM WRT,,Ahmad,AL HARTHY,B,,OMA,,8810,170,,1:45:00,None,Valentino,ROSSI,S,,ITA,,11049,119,,1:45:00,None,Kelvin,VAN DER LINDE,P,,RSA,,10415,2,,0:45:00,None,,,,,,,,,,,,,,,,,,,
49,77,11,3:58.442,+32.196,+0.148,205.7,26,Proton Competition,LMGT3,,,Ford Mustang LMGT3,G,97867,45,4183,6246,268,5,,,PROTON,,Bernardo,SOUSA,B,,POR,,11676,184,,1:45:00,None,Ben,TUCK,S,,GBR,,10972,188,,1:45:00,None,Benjamin,BARKER,G,,GBR,,594,188,,0:45:00,None,,,,,,,,,,,,,,,,,,,
50,88,8,3:58.634,+32.388,+0.192,205.6,28,Proton Competition,LMGT3,,,Ford Mustang LMGT3,G,97873,45,4183,6246,268,5,,,PROTON,,Stefano,GATTUSO,B,,ITA,,11678,119,,1:45:00,None,Giammarco,LEVORATO,S,,ITA,,11147,119,,1:45:00,None,Dennis,OLSEN,P,,NOR,,9186,166,,0:45:00,None,,,,,,,,,,,,,,,,,,,
51,95,8,3:58.647,+32.401,+0.013,205.5,30,United Autosports,LMGT3,,,McLaren 720S LMGT3 Evo,G,97877,532,4183,6249,60,188,,,UNITED,,Darren,LEUNG,B,,GBR,,11277,188,,1:45:00,None,Sean,GELAEL,S,,INA,,1968,113,,1:45:00,None,Marino,SATO,G,,JPN,,10971,121,,0:45:00,None,,,,,,,,,,,,,,,,,,,
52,10,18,3:58.703,+32.457,+0.056,205.5,25,Racing Spirit of Leman,LMGT3,,,Aston Martin Vantage AMR LMGT3,G,97849,6194,4183,6242,260,70,,,RSL,,Derek,DEBOER,B,,USA,,11282,66,,1:45:00,None,Valentin,HASSE CLOT,G,,FRA,,10308,70,,0:45:00,None,Eduardo,BARRICHELLO,S,,BRA,,11849,32,,1:45:00,None,,,,,,,,,,,,,,,,,,,
53,61,20,3:58.721,+32.475,+0.018,205.5,26,Iron Lynx,LMGT3,,,Mercedes-AMG LMGT3,G,97866,5979,4183,6272,4314,119,,,IRON LYNX,,Martin,BERRY,B,,AUS,,10878,16,,1:45:00,None,Lin,HODENIUS,S,,NED,,11868,178,,1:45:00,None,Maxime,MARTIN,P,,BEL,,157,23,,0:45:00,None,,,,,,,,,,,,,,,,,,,
54,193,9,3:58.827,+32.581,+0.106,205.4,25,Ziggo Sport Tempesta,LMGT3,,,Ferrari 296 LMGT3,G,97884,6446,4183,6245,3,188,,,ZIGGO TEMPESTA,,Jonathan,HUI,B,,HKG,,9820,92,,,,Christopher,FROGGATT,S,,GBR,,9819,188,,,,Edward,CHEEVER,G,,ITA,,9042,119,,,,,,,,,,,,,,,,,,,,,,
55,59,6,3:58.872,+32.626,+0.045,205.4,19,United Autosports,LMGT3,,,McLaren 720S LMGT3 Evo,G,97864,532,4183,6249,60,188,,,UNITED,,James,COTTINGHAM,B,,GBR,,8246,188,,1:45:00,None,Grégoire,SAUCY,G,,SUI,,11255,219,,0:45:00,None,Sébastien,BAUD,S,,FRA,,9613,70,,1:45:00,None,,,,,,,,,,,,,,,,,,,
