POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
19,78,9,1:42.151,+11.253,+0.070,173.0,40,Akkodis ASP Team,LMGT3,,,Lexus RC F LMGT3,G,106294,6361,,6248,4443,,,,AKKODIS ASP,,Thomas,van Rompuy,B,,BEL,VRO,10426,,,,,Hadrien,David,S,,FRA,,11284,,,,,Esteban,Masson,G,,FRA,,11272,,,,,,,,,,,,,,,,,,,,,,,
20,27,39,1:42.211,+11.313,+0.060,172.9,44,Heart of Racing Team,LMGT3,,,Aston Martin Vantage AMR LMGT3,G,106280,6366,,6242,260,,,,HEART OF RACING,,Ian,James,B,,USA,,6531,,,,,Zacharie,Robichon,S,,CAN,,10636,,,,,Mattia,Drudi,P,,ITA,,9323,,,,,,,,,,,,,,,,,,,,,,,
21,87,12,1:42.296,+11.398,+0.085,172.8,44,Akkodis ASP Team,LMGT3,,,Lexus RC F LMGT3,G,106297,6361,,6248,4443,,,,AKKODIS ASP,,Petru,Umbrarescu,B,,ROU,,11848,,,,,Clemens,Schmid,S,,AUT,,11594,,,,,Jose,Maria Lopez,P,,ARG,,8418,,,,,,,,,,,,,,,,,,,,,,,
22,33,22,1:42.426,+11.528,+0.130,172.5,47,TF Sport,LMGT3,,,Corvette Z06 LMGT3.R,G,106282,364,,6244,4230,,,,TF SPORT,,Blake,McDonald,B,,USA,,11370,,,,,Jonny,Edgar,S,,GBR,,11280,,,,,Nicky,Catsburg,P,,NED,,9020,,,,,,,,,,,,,,,,,,,,,,,
23,34,11,1:42.527,+11.629,+0.101,172.4,22,Racing Team Turkey by TF,LMGT3,,,Corvette Z06 LMGT3.R,G,106283,7261,,6244,4230,,,,RTT BY TF,,Peter,Dempsey,B,,IRL,,43215,,,,,Salih,Yoluc,S,,TUR,,1346,,,,,Charles,Eastwood,G,,IRL,,9016,,,,,,,,,,,,,,,,,,,,,,,
24,21,14,1:42.554,+11.656,+0.027,172.3,47,Vista AF Corse,LMGT3,,,Ferrari 296 LMGT3 Evo,G,106278,6367,,6289,3,,,,VISTA AF CORSE,,Francois,Heriau,B,,FRA,,1630,,,,,Simon,Mann,S,,GBR,,10161,,,,,Alessio,Rovera,P,,ITA,,9837,,,,,,,,,,,,,,,,,,,,,,,
25,79,40,1:42.578,+11.680,+0.024,172.3,40,Iron Lynx,LMGT3,,,Mercedes-AMG LMGT3,G,106295,5979,,6272,4314,,,,IRON LYNX,,Johannes,Zelger,B,,ITA,,11597,,,,,Matteo,Cressoni,S,,ITA,,338,,,,,Lin,Hodenius,S,,NED,,11868,,,,,,,,,,,,,,,,,,,,,,,
26,61,14,1:42.614,+11.716,+0.036,172.2,42,Iron Lynx,LMGT3,,,Mercedes-AMG LMGT3,G,106291,5979,,6272,4314,,,,IRON LYNX,,Martin,Berry,B,,AUS,,10878,,,,,Rui,Andrade,S,,ANG,,9873,,,,,Maxime,Martin,P,,BEL,,157,,,,,,,,,,,,,,,,,,,,,,,
27,91,42,1:42.677,+11.779,+0.063,172.1,46,Manthey DK Engineering,LMGT3,,,Porsche 911 GT3 R LMGT3,G,106299,7240,,6250,4368,,,,MANTHEY DK ENG,,James,Cottingham,B,,GBR,,8246,,,,,Timur,Boguslavskiy,S,,,,8872,,,,,Ayhancan,Guven,P,,TUR,,10900,,,,,,,,,,,,,,,,,,,,,,,
28,54,44,1:42.723,+11.825,+0.046,172.0,45,Vista AF Corse,LMGT3,,,Ferrari 296 LMGT3 Evo,G,106289,6367,,6289,3,,,,VISTA AF CORSE,,Thomas,Flohr,B,,SUI,,454,,,,,Francesco,Castellacci,S,,MON,,456,,,,,Davide,Rigon,P,,ITA,,266,,,,,,,,,,,,,,,,,,,,,,,
29,58,29,1:42.762,+11.864,+0.039,172.0,45,Garage 59,LMGT3,,,McLaren 720S LMGT3 Evo,G,106290,5770,,6249,60,,,,GARAGE 59,,Alexander,West,B,,SWE,,8800,,,,,Finn,Gehrsitz,S,,GER,,10113,,,,,Benjamin,Goethe,G,,DEN,,10156,,,,,,,,,,,,,,,,,,,,,,,
30,69,41,1:42.794,+11.896,+0.032,171.9,47,Team WRT,LMGT3,,,BMW M4 LMGT3 Evo,G,106292,5518,,6290,4354,,,,TEAM WRT,,Anthony,McIntosh,B,,USA,,11538,,,,,Parker,Thompson,S,,CAN,,11770,,,,,Daniel,Harper,P,,GBR,,43294,,,,,,,,,,,,,,,,,,,,,,,
31,92,6,1:42.945,+12.047,+0.151,171.7,47,The Bend Manthey,LMGT3,,,Porsche 911 GT3 R LMGT3,G,106300,7241,,6250,4368,,,,THEBEND MANTHEY,,Yasser,Shahin,B,,AUS,,10844,,,,,Riccardo,Pera,S,,ITA,,9187,,,,,Richard,Lietz,P,,AUT,,66,,,,,,,,,,,,,,,,,,,,,,,
32,10,4,1:42.963,+12.065,+0.018,171.6,46,Garage 59,LMGT3,,,McLaren 720S LMGT3 Evo,G,106272,5770,,6249,60,,,,GARAGE 59,,Antares,AU,B,,HKG,AU,10412,,,,,Thomas,Fleming,S,,GBR,,11651,,,,,Marvin,Kirchhofer,P,,GER,,10411,,,,,,,,,,,,,,,,,,,,,,,
33,77,3,1:43.130,+12.232,+0.167,171.4,49,Proton Competition,LMGT3,,,Ford Mustang LMGT3,G,106293,45,,6246,268,,,,PROTON,,Eric,Powell,B,,USA,,43255,,,,,Benjamin,Tuck,S,,GBR,,10972,,,,,Sebastian,Priaulx,G,,GBR,,10539,,,,,,,,,,,,,,,,,,,,,,,
34,32,14,1:43.225,+12.327,+0.095,171.2,43,Team WRT,LMGT3,,,BMW M4 LMGT3 Evo,G,106281,5518,,6290,4354,,,,TEAM WRT,,Darren,Leung,B,,GBR,,11277,,,,,Sean,Galael,S,,INA,,1968,,,,,Augusto,Farfus,P,,BRA,,9022,,,,,,,,,,,,,,,,,,,,,,,
35,88,3,1:43.362,+12.464,+0.137,171.0,44,Proton Competition,LMGT3,,,Ford Mustang LMGT3,G,106298,45,,6246,268,,,,PROTON,,Stefano,Gattuso,B,,ITA,,11678,,,,,Giammarco,Levorato,S,,ITA,,11147,,,,,Logan,Sargeant,P,,USA,,10110,,,,,,,,,,,,,,,,,,,,,,,
