POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
11,007,14,1:31.464,+1.094,+0.049,193.2,34,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,106268,6427,,6273,260,,,,ASTON MARTIN,,Harry,Tincknell,P,,GBR,,303,,,,,Thomas,Gamble,G,,GBR,,9549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,19,6,1:31.601,+1.231,+0.137,192.9,31,Genesis Magma Racing,HYPERCAR,,,Genesis GMR-001-Hypercar,M,106276,7119,,6291,4452,,,,GENESIS MAGMA,,Mathieu,Jaminet,P,,FRA,,9415,,,,,Paul-Loup,Chatin,G,,FRA,,313,,,,,Daniel,Juncadella,P,,ESP,,11275,,,,,,,,,,,,,,,,,,,,,,,
13,93,5,1:31.643,+1.273,+0.042,192.8,28,Peugeot Totalenergies,HYPERCAR,,,Peugeot 9X8,M,106301,6151,,6112,4014,,,,PEUGEOT TE,,Paul,di Resta,P,,GBR,DIR,9293,,,,,Stoffel,Vandoorne,P,,BEL,,9520,,,,,Nicholas,Cassidy,P,,NZL,,9714,,,,,,,,,,,,,,,,,,,,,,,
14,36,4,1:31.734,+1.364,+0.091,192.6,33,Alpine Endurance Team,HYPERCAR,,,Alpine A424,M,106285,6360,,6237,21,,,,ALPINE,,Frederic,Makowiecki,P,,FRA,,61,,,,,Jules,Gounon,P,,FRA,,9500,,,,,Victor,Martins,G,,FRA,,11671,,,,,,,,,,,,,,,,,,,,,,,
15,20,6,1:31.773,+1.403,+0.039,192.6,17,BMW M Team WRT,HYPERCAR,,,BMW M Hybrid V8,M,106277,6359,,6276,4354,,,,BMW M TEAM WRT,,Robin,Frijns,P,,NED,,9871,,,,,Rene,Rast,P,,GER,,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,009,11,1:31.780,+1.410,+0.007,192.6,33,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,106271,6427,,6273,260,,,,ASTON MARTIN,,Alexander,Riberas,G,,ESP,,10376,,,,,Marco,Sorensen,P,,DEN,,7812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,6,1:32.362,+1.992,+0.582,191.3,33,Genesis Magma Racing,HYPERCAR,,,Genesis GMR-001-Hypercar,M,106275,7119,,6291,4452,,,,GENESIS MAGMA,,Andre,Lotterer,P,,GER,,7,,,,,Luis,Felipe Derani,P,,BRA,,524,,,,,Mathys,Jaubert,S,,FRA,,10748,,,,,,,,,,,,,,,,,,,,,,,
18,27,23,1:41.973,+11.603,+9.611,173.3,31,Heart of Racing Team,LMGT3,,,Aston Martin Vantage AMR LMGT3,G,106280,6366,,6242,260,,,,HEART OF RACING,,Ian,James,B,,USA,,6531,,,,,Zacharie,Robichon,S,,CAN,,10636,,,,,Mattia,Drudi,P,,ITA,,9323,,,,,,,,,,,,,,,,,,,,,,,
19,33,26,1:41.998,+11.628,+0.025,173.3,32,TF Sport,LMGT3,,,Corvette Z06 LMGT3.R,G,106282,364,,6244,4230,,,,TF SPORT,,Blake,McDonald,B,,USA,,11370,,,,,Jonny,Edgar,S,,GBR,,11280,,,,,Nicky,Catsburg,P,,NED,,9020,,,,,,,,,,,,,,,,,,,,,,,
20,61,25,1:42.110,+11.740,+0.112,173.1,29,Iron Lynx,LMGT3,,,Mercedes-AMG LMGT3,G,106291,5979,,6272,4314,,,,IRON LYNX,,Martin,Berry,B,,AUS,,10878,,,,,Rui,Andrade,S,,ANG,,9873,,,,,Maxime,Martin,P,,BEL,,157,,,,,,,,,,,,,,,,,,,,,,,
21,69,18,1:42.203,+11.833,+0.093,172.9,31,Team WRT,LMGT3,,,BMW M4 LMGT3 Evo,G,106292,5518,,6290,4354,,,,TEAM WRT,,Anthony,McIntosh,B,,USA,,11538,,,,,Parker,Thompson,S,,CAN,,11770,,,,,Daniel,Harper,P,,GBR,,43294,,,,,,,,,,,,,,,,,,,,,,,
22,87,11,1:42.343,+11.973,+0.140,172.7,28,Akkodis ASP Team,LMGT3,,,Lexus RC F LMGT3,G,106297,6361,,6248,4443,,,,AKKODIS ASP,,Petru,Umbrarescu,B,,ROU,,11848,,,,,Clemens,Schmid,S,,AUT,,11594,,,,,Jose,Maria Lopez,P,,ARG,,8418,,,,,,,,,,,,,,,,,,,,,,,
23,34,31,1:42.363,+11.993,+0.020,172.6,31,Racing Team Turkey by TF,LMGT3,,,Corvette Z06 LMGT3.R,G,106283,7261,,6244,4230,,,,RTT BY TF,,Peter,Dempsey,B,,IRL,,43215,,,,,Salih,Yoluc,S,,TUR,,1346,,,,,Charles,Eastwood,G,,IRL,,9016,,,,,,,,,,,,,,,,,,,,,,,
24,78,21,1:42.417,+12.047,+0.054,172.6,31,Akkodis ASP Team,LMGT3,,,Lexus RC F LMGT3,G,106294,6361,,6248,4443,,,,AKKODIS ASP,,Thomas,van Rompuy,B,,BEL,VRO,10426,,,,,Hadrien,David,S,,FRA,,11284,,,,,Esteban,Masson,G,,FRA,,11272,,,,,,,,,,,,,,,,,,,,,,,
25,23,27,1:42.449,+12.079,+0.032,172.5,31,Heart of Racing Team,LMGT3,,,Aston Martin Vantage AMR LMGT3,G,106279,6366,,6242,260,,,,HEART OF RACING,,Gray,Newell,B,,USA,,11466,,,,,Kobe,Pauwels,S,,BEL,,43858,,,,,Jonny,Adam,P,,GBR,,194,,,,,,,,,,,,,,,,,,,,,,,
26,58,11,1:42.481,+12.111,+0.032,172.4,31,Garage 59,LMGT3,,,McLaren 720S LMGT3 Evo,G,106290,5770,,6249,60,,,,GARAGE 59,,Alexander,West,B,,SWE,,8800,,,,,Finn,Gehrsitz,S,,GER,,10113,,,,,Benjamin,Goethe,G,,DEN,,10156,,,,,,,,,,,,,,,,,,,,,,,
27,92,12,1:42.495,+12.125,+0.014,172.4,33,The Bend Manthey,LMGT3,,,Porsche 911 GT3 R LMGT3,G,106300,7241,,6250,4368,,,,THEBEND MANTHEY,,Yasser,Shahin,B,,AUS,,10844,,,,,Riccardo,Pera,S,,ITA,,9187,,,,,Richard,Lietz,P,,AUT,,66,,,,,,,,,,,,,,,,,,,,,,,
28,91,10,1:42.529,+12.159,+0.034,172.4,31,Manthey DK Engineering,LMGT3,,,Porsche 911 GT3 R LMGT3,G,106299,7240,,6250,4368,,,,MANTHEY DK ENG,,James,Cottingham,B,,GBR,,8246,,,,,Timur,Boguslavskiy,S,,,,8872,,,,,Ayhancan,Guven,P,,TUR,,10900,,,,,,,,,,,,,,,,,,,,,,,
29,10,25,1:42.640,+12.270,+0.111,172.2,32,Garage 59,LMGT3,,,McLaren 720S LMGT3 Evo,G,106272,5770,,6249,60,,,,GARAGE 59,,Antares,AU,B,,HKG,AU,10412,,,,,Thomas,Fleming,S,,GBR,,11651,,,,,Marvin,Kirchhofer,P,,GER,,10411,,,,,,,,,,,,,,,,,,,,,,,
30,21,12,1:42.778,+12.408,+0.138,171.9,26,Vista AF Corse,LMGT3,,,Ferrari 296 LMGT3 Evo,G,106278,6367,,6289,3,,,,VISTA AF CORSE,,Francois,Heriau,B,,FRA,,1630,,,,,Simon,Mann,S,,GBR,,10161,,,,,Alessio,Rovera,P,,ITA,,9837,,,,,,,,,,,,,,,,,,,,,,,
31,32,15,1:42.783,+12.413,+0.005,171.9,29,Team WRT,LMGT3,,,BMW M4 LMGT3 Evo,G,106281,5518,,6290,4354,,,,TEAM WRT,,Darren,Leung,B,,GBR,,11277,,,,,Sean,Galael,S,,INA,,1968,,,,,Augusto,Farfus,P,,BRA,,9022,,,,,,,,,,,,,,,,,,,,,,,
32,54,28,1:42.784,+12.414,+0.001,171.9,32,Vista AF Corse,LMGT3,,,Ferrari 296 LMGT3 Evo,G,106289,6367,,6289,3,,,,VISTA AF CORSE,,Thomas,Flohr,B,,SUI,,454,,,,,Francesco,Castellacci,S,,MON,,456,,,,,Davide,Rigon,P,,ITA,,266,,,,,,,,,,,,,,,,,,,,,,,
33,88,9,1:42.877,+12.507,+0.093,171.8,31,Proton Competition,LMGT3,,,Ford Mustang LMGT3,G,106298,45,,6246,268,,,,PROTON,,Stefano,Gattuso,B,,ITA,,11678,,,,,Giammarco,Levorato,S,,ITA,,11147,,,,,Logan,Sargeant,P,,USA,,10110,,,,,,,,,,,,,,,,,,,,,,,
34,77,18,1:43.051,+12.681,+0.174,171.5,32,Proton Competition,LMGT3,,,Ford Mustang LMGT3,G,106293,45,,6246,268,,,,PROTON,,Eric,Powell,B,,USA,,43255,,,,,Benjamin,Tuck,S,,GBR,,10972,,,,,Sebastian,Priaulx,G,,GBR,,10539,,,,,,,,,,,,,,,,,,,,,,,
35,79,3,1:43.059,+12.689,+0.008,171.5,30,Iron Lynx,LMGT3,,,Mercedes-AMG LMGT3,G,106295,5979,,6272,4314,,,,IRON LYNX,,Johannes,Zelger,B,,ITA,,11597,,,,,Matteo,Cressoni,S,,ITA,,338,,,,,Lin,Hodenius,S,,NED,,11868,,,,,,,,,,,,,,,,,,,,,,,
