NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
21,3,3,4:03.139,0,,36.372,0,1:36.780,0,1:49.987,0,201.7,12:22.576,20:47:22.576,0:36.372,1:36.780,1:49.987,269.8,Alessio Rovera,,LMGT3,,Vista AF Corse,Ferrari,GF,36.372,96.780,109.987,9.480,9.480,10.626,20.106,16.266,36.372,42.003,1:18.375,5.478,1:23.853,29.367,1:53.220,19.932,2:13.152,7.037,2:20.189,41.501,3:01.690,19.920,3:21.610,19.183,3:40.793,12.068,3:52.861,6.549,3:59.410,3.729,4:03.139,
21,3,4,3:53.412,2,,36.288,2,1:30.314,2,1:46.810,0,210.2,16:15.988,20:51:15.988,0:36.288,1:30.314,1:46.810,286.1,Alessio Rovera,,LMGT3,,Vista AF Corse,Ferrari,FF,36.288,90.314,106.810,9.440,9.440,10.512,19.952,16.336,36.288,36.934,1:13.222,5.433,1:18.655,28.730,1:47.385,19.217,2:06.602,6.718,2:13.320,40.587,2:53.907,19.535,3:13.442,17.981,3:31.423,11.872,3:43.295,6.366,3:49.661,3.751,3:53.412,
23,3,1,4:43.167,0,,1:09.899,0,1:36.364,0,1:56.904,0,171.4,4:43.167,20:39:43.167,1:09.899,1:36.364,1:56.904,271.1,Jonny Adam,0:00:30.983,LMGT3,,Heart of Racing Team,Aston Martin,GF,69.899,96.364,116.904,36.861,36.861,14.271,51.132,18.767,1:09.899,40.032,1:49.931,5.881,1:55.812,30.567,2:26.379,19.884,2:46.263,7.298,2:53.561,42.532,3:36.093,22.087,3:58.180,21.296,4:19.476,13.088,4:32.564,6.771,4:39.335,3.832,4:43.167,
23,3,2,3:54.888,2,,36.815,0,1:30.645,0,1:47.428,2,208.8,8:38.055,20:43:38.055,0:36.815,1:30.645,1:47.428,287.6,Jonny Adam,,LMGT3,,Heart of Racing Team,Aston Martin,GF,36.815,90.645,107.428,9.484,9.484,10.762,20.246,16.569,36.815,37.095,1:13.910,5.484,1:19.394,28.827,1:48.221,19.239,2:07.460,6.929,2:14.389,40.789,2:55.178,19.612,3:14.790,17.917,3:32.707,11.965,3:44.672,6.359,3:51.031,3.857,3:54.888,
23,3,3,3:58.007,0,,36.797,2,1:30.413,2,1:50.797,0,206.1,12:36.062,20:47:36.062,0:36.797,1:30.413,1:50.797,286.9,Jonny Adam,,LMGT3,,Heart of Racing Team,Aston Martin,GF,36.797,90.413,110.797,9.492,9.492,10.731,20.223,16.574,36.797,37.028,1:13.825,5.467,1:19.292,28.747,1:48.039,19.171,2:07.210,6.849,2:14.059,43.444,2:57.503,19.601,3:17.104,18.152,3:35.256,12.454,3:47.710,6.455,3:54.165,3.842,3:58.007,
23,3,4,4:29.157,0,B,36.964,0,1:36.893,0,2:15.300,0,182.2,17:05.219,20:52:05.219,0:36.964,1:36.893,2:15.300,288.4,Jonny Adam,,LMGT3,,Heart of Racing Team,Aston Martin,FF,36.964,96.893,135.300,9.474,9.474,10.665,20.139,16.825,36.964,37.221,1:14.185,5.494,1:19.679,29.330,1:49.009,24.848,2:13.857,7.799,2:21.656,48.060,3:09.716,22.927,3:32.643,22.098,3:54.741,15.863,4:10.604,,,,4:29.157,
24,3,1,4:19.173,0,,57.638,0,1:28.855,0,1:52.680,0,187.3,4:19.173,20:39:19.173,0:57.638,1:28.855,1:52.680,273.2,Jack Doohan,0:00:18.960,LMP2,,Nielsen Racing,Oreca,GF,57.638,88.855,112.680,24.859,24.859,14.253,39.112,18.526,57.638,37.667,1:35.305,5.203,1:40.508,27.479,2:07.987,18.506,2:26.493,6.758,2:33.251,40.844,3:14.095,19.839,3:33.934,16.770,3:50.704,13.176,4:03.880,11.552,4:15.432,3.741,4:19.173,
24,3,2,3:35.435,0,,34.259,0,1:23.301,0,1:37.875,0,227.7,7:54.608,20:42:54.608,0:34.259,1:23.301,1:37.875,315.1,Jack Doohan,,LMP2,,Nielsen Racing,Oreca,GF,34.259,83.301,97.875,8.828,8.828,10.181,19.009,15.250,34.259,34.011,1:08.270,5.061,1:13.331,26.461,1:39.792,17.768,1:57.560,6.479,2:04.039,37.913,2:41.952,18.041,2:59.993,15.179,3:15.172,10.590,3:25.762,6.072,3:31.834,3.601,3:35.435,
24,3,3,3:34.151,0,,33.728,0,1:22.842,2,1:37.581,0,229.1,11:28.759,20:46:28.759,0:33.728,1:22.842,1:37.581,317.9,Jack Doohan,,LMP2,,Nielsen Racing,Oreca,GF,33.728,82.842,97.581,8.730,8.730,10.013,18.743,14.985,33.728,33.757,1:07.485,5.068,1:12.553,26.298,1:38.851,17.719,1:56.570,6.454,2:03.024,37.660,2:40.684,17.987,2:58.671,15.092,3:13.763,10.753,3:24.516,5.987,3:30.503,3.648,3:34.151,
24,3,4,3:33.510,2,,33.414,3,1:23.026,0,1:37.070,2,229.7,15:02.269,20:50:02.269,0:33.414,1:23.026,1:37.070,318.8,Jack Doohan,,LMP2,,Nielsen Racing,Oreca,FF,33.414,83.026,97.070,8.738,8.738,9.829,18.567,14.847,33.414,33.837,1:07.251,5.082,1:12.333,26.353,1:38.686,17.754,1:56.440,6.428,2:02.868,37.607,2:40.475,17.912,2:58.387,14.944,3:13.331,10.627,3:23.958,5.883,3:29.841,3.669,3:33.510,
27,3,1,4:41.782,0,,1:08.806,0,1:36.674,0,1:56.302,0,172.2,4:41.782,20:39:41.782,1:08.806,1:36.674,1:56.302,271.1,Mattia Drudi,0:00:29.509,LMGT3,,Heart of Racing Team,Aston Martin,GF,68.806,96.674,116.302,35.554,35.554,14.545,50.099,18.707,1:08.806,40.505,1:49.311,5.712,1:55.023,30.609,2:25.632,19.848,2:45.480,7.445,2:52.925,42.549,3:35.474,21.894,3:57.368,21.209,4:18.577,12.894,4:31.471,6.535,4:38.006,3.776,4:41.782,
27,3,2,3:52.410,0,,36.101,2,1:29.934,0,1:46.375,0,211.1,8:34.192,20:43:34.192,0:36.101,1:29.934,1:46.375,286.9,Mattia Drudi,,LMGT3,,Heart of Racing Team,Aston Martin,GF,36.101,89.934,106.375,9.467,9.467,10.468,19.935,16.166,36.101,36.523,1:12.624,5.468,1:18.092,28.692,1:46.784,19.251,2:06.035,6.755,2:12.790,40.571,2:53.361,19.624,3:12.985,17.421,3:30.406,11.871,3:42.277,6.278,3:48.555,3.855,3:52.410,
27,3,3,3:52.433,2,,36.429,0,1:29.793,2,1:46.211,2,211.0,12:26.625,20:47:26.625,0:36.429,1:29.793,1:46.211,288.4,Mattia Drudi,,LMGT3,,Heart of Racing Team,Aston Martin,GF,36.429,89.793,106.211,9.499,9.499,10.546,20.045,16.384,36.429,36.661,1:13.090,5.446,1:18.536,28.521,1:47.057,19.165,2:06.222,6.781,2:13.003,40.509,2:53.512,19.572,3:13.084,17.437,3:30.521,11.794,3:42.315,6.244,3:48.559,3.874,3:52.433,
27,3,4,3:53.739,0,,36.438,0,1:30.050,0,1:47.251,0,209.9,16:20.364,20:51:20.364,0:36.438,1:30.050,1:47.251,288.4,Mattia Drudi,,LMGT3,,Heart of Racing Team,Aston Martin,FF,36.438,90.050,107.251,9.513,9.513,10.522,20.035,16.403,36.438,36.733,1:13.171,5.471,1:18.642,28.686,1:47.328,19.160,2:06.488,6.854,2:13.342,40.686,2:54.028,19.593,3:13.621,17.857,3:31.478,11.980,3:43.458,6.379,3:49.837,3.902,3:53.739,
28,3,1,3:57.670,0,,48.728,0,1:27.597,0,1:41.345,0,204.2,3:57.670,20:38:57.670,0:48.728,1:27.597,1:41.345,295.4,Job van Uitert,0:00:08.028,LMP2,,IDEC SPORT,Oreca,GF,48.728,87.597,101.345,14.786,14.786,15.257,30.043,18.685,48.728,36.392,1:25.120,5.163,1:30.283,27.804,1:58.087,18.238,2:16.325,6.766,2:23.091,38.847,3:01.938,18.710,3:20.648,16.066,3:36.714,11.305,3:48.019,6.152,3:54.171,3.499,3:57.670,
28,3,2,3:34.738,0,,34.074,0,1:23.215,0,1:37.449,0,228.4,7:32.408,20:42:32.408,0:34.074,1:23.215,1:37.449,314.2,Job van Uitert,,LMP2,,IDEC SPORT,Oreca,GF,34.074,83.215,97.449,8.739,8.739,10.204,18.943,15.131,34.074,33.861,1:07.935,5.100,1:13.035,26.496,1:39.531,17.758,1:57.289,6.472,2:03.761,37.967,2:41.728,18.078,2:59.806,15.006,3:14.812,10.571,3:25.383,5.785,3:31.168,3.570,3:34.738,
28,3,3,3:33.689,0,,33.580,0,1:23.032,0,1:37.077,0,229.6,11:06.097,20:46:06.097,0:33.580,1:23.032,1:37.077,314.2,Job van Uitert,,LMP2,,IDEC SPORT,Oreca,GF,33.580,83.032,97.077,8.769,8.769,10.061,18.830,14.750,33.580,33.715,1:07.295,5.127,1:12.422,26.467,1:38.889,17.723,1:56.612,6.366,2:02.978,37.771,2:40.749,17.966,2:58.715,14.934,3:13.649,10.592,3:24.241,5.878,3:30.119,3.570,3:33.689,
28,3,4,3:37.471,0,,33.628,0,1:23.163,0,1:40.680,0,225.6,14:43.568,20:49:43.568,0:33.628,1:23.163,1:40.680,315.1,Job van Uitert,,LMP2,,IDEC SPORT,Oreca,GF,33.628,83.163,100.680,8.753,8.753,10.070,18.823,14.805,33.628,33.841,1:07.469,5.077,1:12.546,26.485,1:39.031,17.760,1:56.791,6.457,2:03.248,38.291,2:41.539,18.207,2:59.746,16.451,3:16.197,11.154,3:27.351,6.521,3:33.872,3.599,3:37.471,
28,3,5,3:33.242,2,,33.532,2,1:22.775,2,1:36.935,3,230.0,18:16.810,20:53:16.810,0:33.532,1:22.775,1:36.935,315.1,Job van Uitert,,LMP2,,IDEC SPORT,Oreca,FF,33.532,82.775,96.935,8.752,8.752,10.021,18.773,14.759,33.532,33.587,1:07.119,5.088,1:12.207,26.400,1:38.607,17.700,1:56.307,6.439,2:02.746,37.731,2:40.477,17.943,2:58.420,14.881,3:13.301,10.531,3:23.832,5.822,3:29.654,3.588,3:33.242,
29,2,1,4:13.417,0,,53.356,0,1:29.062,0,1:50.999,0,191.5,4:13.417,20:39:13.417,0:53.356,1:29.062,1:50.999,284.6,Esteban Masson,0:00:14.603,LMP2,,Forestier Racing by Panis,Oreca,GF,53.356,89.062,110.999,20.080,20.080,13.839,33.919,19.437,53.356,37.307,1:30.663,5.213,1:35.876,28.032,2:03.908,18.510,2:22.418,6.804,2:29.222,40.334,3:09.556,19.690,3:29.246,19.554,3:48.800,13.608,4:02.408,7.407,4:09.815,3.602,4:13.417,
29,2,2,3:37.548,0,,33.944,0,1:22.674,0,1:40.930,0,225.5,7:50.965,20:42:50.965,0:33.944,1:22.674,1:40.930,317.9,Esteban Masson,,LMP2,,Forestier Racing by Panis,Oreca,GF,33.944,82.674,100.930,8.735,8.735,10.214,18.949,14.995,33.944,33.638,1:07.582,5.074,1:12.656,26.324,1:38.980,17.638,1:56.618,6.445,2:03.063,37.892,2:40.955,17.966,2:58.921,17.156,3:16.077,11.351,3:27.428,6.533,3:33.961,3.587,3:37.548,
29,2,3,3:33.107,0,,33.627,0,1:22.336,0,1:37.144,0,230.2,11:24.072,20:46:24.072,0:33.627,1:22.336,1:37.144,318.8,Esteban Masson,,LMP2,,Forestier Racing by Panis,Oreca,GF,33.627,82.336,97.144,8.731,8.731,9.990,18.721,14.906,33.627,33.425,1:07.052,5.052,1:12.104,26.204,1:38.308,17.655,1:55.963,6.472,2:02.435,37.589,2:40.024,17.845,2:57.869,14.969,3:12.838,10.690,3:23.528,5.898,3:29.426,3.681,3:33.107,
29,2,4,3:32.855,3,,33.484,2,1:22.283,3,1:37.088,2,230.5,14:56.927,20:49:56.927,0:33.484,1:22.283,1:37.088,319.8,Esteban Masson,,LMP2,,Forestier Racing by Panis,Oreca,GF,33.484,82.283,97.088,8.733,8.733,9.924,18.657,14.827,33.484,33.431,1:06.915,5.065,1:11.980,26.185,1:38.165,17.602,1:55.767,6.470,2:02.237,37.532,2:39.769,17.864,2:57.633,15.050,3:12.683,10.508,3:23.191,5.986,3:29.177,3.678,3:32.855,
29,2,5,3:57.414,0,B,33.854,0,1:24.256,0,1:59.304,0,206.6,18:54.341,20:53:54.341,0:33.854,1:24.256,1:59.304,301.2,Esteban Masson,,LMP2,,Forestier Racing by Panis,Oreca,FF,33.854,84.256,119.304,8.722,8.722,9.985,18.707,15.147,33.854,34.407,1:08.261,5.106,1:13.367,26.800,1:40.167,17.943,1:58.110,6.579,2:04.689,41.424,2:46.113,20.424,3:06.537,17.276,3:23.813,12.453,3:36.266,,,,3:57.414,
30,2,1,4:23.239,0,,1:05.163,0,1:27.914,0,1:50.162,0,184.4,4:23.239,20:39:23.239,1:05.163,1:27.914,1:50.162,306.3,Julien Andlauer,0:00:27.062,LMP2,,Duqueine Team,Oreca,GF,65.163,87.914,110.162,33.088,33.088,14.050,47.138,18.025,1:05.163,36.693,1:41.856,5.188,1:47.044,27.591,2:14.635,18.442,2:33.077,6.833,2:39.910,39.485,3:19.395,18.302,3:37.697,16.120,3:53.817,15.124,4:08.941,10.729,4:19.670,3.569,4:23.239,
30,2,2,3:34.522,0,,34.103,0,1:23.024,0,1:37.395,0,228.7,7:57.761,20:42:57.761,0:34.103,1:23.024,1:37.395,318.8,Julien Andlauer,,LMP2,,Duqueine Team,Oreca,GF,34.103,83.024,97.395,8.703,8.703,10.250,18.953,15.150,34.103,33.944,1:08.047,5.061,1:13.108,26.312,1:39.420,17.707,1:57.127,6.490,2:03.617,37.608,2:41.225,17.949,2:59.174,15.038,3:14.212,10.633,3:24.845,5.955,3:30.800,3.722,3:34.522,
30,2,3,3:33.710,0,,33.811,0,1:22.847,0,1:37.052,2,229.5,11:31.471,20:46:31.471,0:33.811,1:22.847,1:37.052,318.8,Julien Andlauer,,LMP2,,Duqueine Team,Oreca,GF,33.811,82.847,97.052,8.789,8.789,10.025,18.814,14.997,33.811,33.732,1:07.543,5.055,1:12.598,26.290,1:38.888,17.770,1:56.658,6.436,2:03.094,37.657,2:40.751,17.930,2:58.681,15.002,3:13.683,10.500,3:24.183,5.890,3:30.073,3.637,3:33.710,
30,2,4,3:33.702,2,,33.721,2,1:22.772,2,1:37.209,0,229.5,15:05.173,20:50:05.173,0:33.721,1:22.772,1:37.209,318.8,Julien Andlauer,,LMP2,,Duqueine Team,Oreca,FF,33.721,82.772,97.209,8.729,8.729,10.086,18.815,14.906,33.721,33.679,1:07.400,5.055,1:12.455,26.282,1:38.737,17.756,1:56.493,6.429,2:02.922,37.600,2:40.522,17.985,2:58.507,14.997,3:13.504,10.566,3:24.070,5.976,3:30.046,3.656,3:33.702,
32,2,1,4:27.031,0,,49.637,0,1:41.705,0,1:55.689,0,181.7,4:27.031,20:39:27.031,0:49.637,1:41.705,1:55.689,254.0,Sean Galael,0:00:05.876,LMGT3,,Team WRT,BMW,GF,49.637,101.705,115.689,12.725,12.725,16.570,29.295,20.342,49.637,46.433,1:36.070,5.584,1:41.654,30.119,2:11.773,19.569,2:31.342,7.132,2:38.474,41.910,3:20.384,23.568,3:43.952,18.747,4:02.699,11.946,4:14.645,8.600,4:23.245,3.786,4:27.031,
32,2,2,3:54.401,2,,36.564,2,1:30.530,2,1:47.307,2,209.3,8:21.432,20:43:21.432,0:36.564,1:30.530,1:47.307,288.4,Sean Galael,,LMGT3,,Team WRT,BMW,GF,36.564,90.530,107.307,9.466,9.466,10.630,20.096,16.468,36.564,37.032,1:13.596,5.488,1:19.084,28.759,1:47.843,19.251,2:07.094,6.813,2:13.907,41.041,2:54.948,19.637,3:14.585,17.834,3:32.419,11.958,3:44.377,6.204,3:50.581,3.820,3:54.401,
32,2,3,4:08.698,0,,36.679,0,1:34.749,0,1:57.270,0,197.2,12:30.130,20:47:30.130,0:36.679,1:34.749,1:57.270,286.9,Sean Galael,,LMGT3,,Team WRT,BMW,GF,36.679,94.749,117.270,9.500,9.500,10.701,20.201,16.478,36.679,36.915,1:13.594,5.544,1:19.138,28.887,1:48.025,23.403,2:11.428,7.197,2:18.625,41.851,3:00.476,27.122,3:27.598,18.624,3:46.222,12.099,3:58.321,6.551,4:04.872,3.826,4:08.698,
32,2,4,4:05.568,0,B,36.598,0,1:30.227,0,1:58.743,0,199.8,16:35.698,20:51:35.698,0:36.598,1:30.227,1:58.743,291.5,Sean Galael,,LMGT3,,Team WRT,BMW,FF,36.598,90.227,118.743,9.483,9.483,10.618,20.101,16.497,36.598,36.850,1:13.448,5.486,1:18.934,28.681,1:47.615,19.210,2:06.825,6.909,2:13.734,41.008,2:54.742,20.015,3:14.757,20.220,3:34.977,12.870,3:47.847,,,,4:05.568,
343,2,1,4:20.418,0,,1:00.454,0,1:29.333,0,1:50.631,0,186.4,4:20.418,20:39:20.418,1:00.454,1:29.333,1:50.631,297.0,Reshad de Gerus,0:00:21.877,LMP2,,Inter Europol Competition,Oreca,GF,60.454,89.333,110.631,27.492,27.492,14.729,42.221,18.233,1:00.454,37.548,1:38.002,5.211,1:43.213,28.091,2:11.304,18.483,2:29.787,7.016,2:36.803,39.982,3:16.785,18.302,3:35.087,16.724,3:51.811,13.242,4:05.053,11.564,4:16.617,3.801,4:20.418,
343,2,2,3:48.900,0,,35.343,0,1:24.023,0,1:49.534,0,214.3,8:09.318,20:43:09.318,0:35.343,1:24.023,1:49.534,315.1,Reshad de Gerus,,LMP2,,Inter Europol Competition,Oreca,GF,35.343,84.023,109.534,8.840,8.840,10.947,19.787,15.556,35.343,34.330,1:09.673,5.062,1:14.735,26.677,1:41.412,17.954,1:59.366,7.439,2:06.805,42.621,2:49.426,22.739,3:12.165,15.865,3:28.030,11.048,3:39.078,6.245,3:45.323,3.577,3:48.900,
343,2,3,3:35.038,2,,34.062,0,1:23.259,0,1:37.717,2,228.1,11:44.356,20:46:44.356,0:34.062,1:23.259,1:37.717,316.0,Reshad de Gerus,,LMP2,,Inter Europol Competition,Oreca,GF,34.062,83.259,97.717,8.716,8.716,10.196,18.912,15.150,34.062,33.947,1:08.009,5.033,1:13.042,26.419,1:39.461,17.860,1:57.321,6.483,2:03.804,37.897,2:41.701,17.956,2:59.657,15.141,3:14.798,10.685,3:25.483,5.966,3:31.449,3.589,3:35.038,
343,2,4,3:34.617,0,,33.953,2,1:23.218,2,1:37.446,0,228.6,15:18.973,20:50:18.973,0:33.953,1:23.218,1:37.446,316.0,Reshad de Gerus,,LMP2,,Inter Europol Competition,Oreca,FF,33.953,83.218,97.446,8.719,8.719,10.219,18.938,15.015,33.953,33.866,1:07.819,5.050,1:12.869,26.437,1:39.306,17.865,1:57.171,6.477,2:03.648,37.770,2:41.418,17.900,2:59.318,14.892,3:14.210,10.942,3:25.152,5.893,3:31.045,3.572,3:34.617,
4,2,1,4:02.230,0,,48.993,0,1:28.312,0,1:44.925,0,200.4,4:02.230,20:39:02.230,0:48.993,1:28.312,1:44.925,271.8,Alexander Quinn,0:00:09.364,LMP2,P/A,Crowdstrike Racing by APR,Oreca,GF,48.993,88.312,104.925,15.212,15.212,14.956,30.168,18.825,48.993,36.998,1:25.991,5.180,1:31.171,27.661,1:58.832,18.473,2:17.305,6.632,2:23.937,39.028,3:02.965,19.223,3:22.188,15.887,3:38.075,12.738,3:50.813,7.811,3:58.624,3.606,4:02.230,
4,2,2,3:35.245,0,,33.999,0,1:23.540,0,1:37.706,0,227.9,7:37.475,20:42:37.475,0:33.999,1:23.540,1:37.706,314.2,Alexander Quinn,,LMP2,P/A,Crowdstrike Racing by APR,Oreca,GF,33.999,83.540,97.706,8.760,8.760,10.208,18.968,15.031,33.999,33.957,1:07.956,5.061,1:13.017,26.578,1:39.595,17.944,1:57.539,6.524,2:04.063,37.982,2:42.045,18.075,3:00.120,15.026,3:15.146,10.583,3:25.729,5.848,3:31.577,3.668,3:35.245,
4,2,3,3:34.355,0,,33.767,0,1:23.244,0,1:37.344,0,228.8,11:11.830,20:46:11.830,0:33.767,1:23.244,1:37.344,314.2,Alexander Quinn,,LMP2,P/A,Crowdstrike Racing by APR,Oreca,GF,33.767,83.244,97.344,8.788,8.788,10.074,18.862,14.905,33.767,33.946,1:07.713,5.113,1:12.826,26.412,1:39.238,17.773,1:57.011,6.407,2:03.418,37.956,2:41.374,18.065,2:59.439,14.875,3:14.314,10.533,3:24.847,5.809,3:30.656,3.699,3:34.355,
4,2,4,3:33.628,2,,33.539,2,1:23.085,0,1:37.004,2,229.6,14:45.458,20:49:45.458,0:33.539,1:23.085,1:37.004,315.1,Alexander Quinn,,LMP2,P/A,Crowdstrike Racing by APR,Oreca,GF,33.539,83.085,97.004,8.796,8.796,9.962,18.758,14.781,33.539,33.889,1:07.428,5.063,1:12.491,26.381,1:38.872,17.752,1:56.624,6.418,2:03.042,37.703,2:40.745,18.014,2:58.759,14.946,3:13.705,10.475,3:24.180,5.768,3:29.948,3.680,3:33.628,
