series_code,year,event,event_date,car,class,team,chassis,manufacturer,driver_a,license_a,laps_a,best_lap_a,avg_lap_a,q1_pct_a,driver_b,license_b,laps_b,best_lap_b,avg_lap_b,q1_pct_b
elms,2024,Spa,2024-08-25 11:30:00,47,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,carl bennett,Silver,32,123.380,180.152,NULL,ferdinand habsburg,Gold,31,123.603,129.34,NULL
elms,2024,Spa,2024-08-25 11:30:00,47,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,carl bennett,Silver,32,123.380,180.152,NULL,frederik vesti,Platinum,32,123.000,151.296,NULL
elms,2024,Spa,2024-08-25 11:30:00,47,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,ferdinand habsburg,Gold,31,123.603,129.34,NULL,frederik vesti,Platinum,32,123.000,151.296,NULL
elms,2024,Spa,2024-08-25 11:30:00,5,LMP3,RLR M Sport,Ligier JS P320 - Nissan,Ligier,bailey voisin,Silver,26,134.138,139.214,NULL,daniel ali,Silver,25,133.472,140.58,NULL
elms,2024,Spa,2024-08-25 11:30:00,5,LMP3,RLR M Sport,Ligier JS P320 - Nissan,Ligier,bailey voisin,Silver,26,134.138,139.214,NULL,james dayson,Bronze,39,135.787,189.997,NULL
elms,2024,Spa,2024-08-25 11:30:00,5,LMP3,RLR M Sport,Ligier JS P320 - Nissan,Ligier,daniel ali,Silver,25,133.472,140.58,NULL,james dayson,Bronze,39,135.787,189.997,NULL
elms,2024,Spa,2024-08-25 11:30:00,51,LMGT3,AF Corse,Ferrari 296 LMGT3,Ferrari,charles-henri samani,Bronze,32,139.940,192.291,NULL,emmanuel collard,Silver,37,137.999,153.402,NULL
elms,2024,Spa,2024-08-25 11:30:00,51,LMGT3,AF Corse,Ferrari 296 LMGT3,Ferrari,charles-henri samani,Bronze,32,139.940,192.291,NULL,nicolas varrone,Gold,19,137.185,142.555,NULL
elms,2024,Spa,2024-08-25 11:30:00,51,LMGT3,AF Corse,Ferrari 296 LMGT3,Ferrari,emmanuel collard,Silver,37,137.999,153.402,NULL,nicolas varrone,Gold,19,137.185,142.555,NULL
elms,2024,Spa,2024-08-25 11:30:00,57,LMGT3,Kessel Racing,Ferrari 296 LMGT3,Ferrari,daniel serra,Platinum,19,136.870,142.093,NULL,esteban masson,Gold,39,136.623,155.476,NULL
elms,2024,Spa,2024-08-25 11:30:00,57,LMGT3,Kessel Racing,Ferrari 296 LMGT3,Ferrari,daniel serra,Platinum,19,136.870,142.093,NULL,takeshi kimura,Bronze,31,139.898,188.619,NULL
elms,2024,Spa,2024-08-25 11:30:00,57,LMGT3,Kessel Racing,Ferrari 296 LMGT3,Ferrari,esteban masson,Gold,39,136.623,155.476,NULL,takeshi kimura,Bronze,31,139.898,188.619,NULL
elms,2024,Spa,2024-08-25 11:30:00,59,LMGT3,Racing Spirit of Leman,Aston Martin Vantage AMR LMGT3,Aston Martin,casper stevenson,Silver,37,137.771,153.063,NULL,derek deboer,Bronze,32,140.032,192.216,NULL
elms,2024,Spa,2024-08-25 11:30:00,59,LMGT3,Racing Spirit of Leman,Aston Martin Vantage AMR LMGT3,Aston Martin,casper stevenson,Silver,37,137.771,153.063,NULL,valentin hasse clot,Gold,19,138.666,143.761,NULL
elms,2024,Spa,2024-08-25 11:30:00,59,LMGT3,Racing Spirit of Leman,Aston Martin Vantage AMR LMGT3,Aston Martin,derek deboer,Bronze,32,140.032,192.216,NULL,valentin hasse clot,Gold,19,138.666,143.761,NULL
elms,2024,Spa,2024-08-25 11:30:00,60,LMGT3,Proton Competition,Porsche 911 GT3 R LMGT3,Porsche,claudio schiavoni,Bronze,32,141.199,193.175,NULL,julien andlauer,Gold,18,137.006,150.332,NULL
elms,2024,Spa,2024-08-25 11:30:00,60,LMGT3,Proton Competition,Porsche 911 GT3 R LMGT3,Porsche,claudio schiavoni,Bronze,32,141.199,193.175,NULL,matteo cressoni,Silver,37,138.148,152.044,NULL
elms,2024,Spa,2024-08-25 11:30:00,60,LMGT3,Proton Competition,Porsche 911 GT3 R LMGT3,Porsche,julien andlauer,Gold,18,137.006,150.332,NULL,matteo cressoni,Silver,37,138.148,152.044,NULL
elms,2024,Spa,2024-08-25 11:30:00,65,LMP2,Panis Racing,Oreca 07 - Gibson,ORECA,arthur leclerc,Gold,26,121.531,170.082,NULL,charles milesi,Platinum,43,121.257,128.84,NULL
elms,2024,Spa,2024-08-25 11:30:00,65,LMP2,Panis Racing,Oreca 07 - Gibson,ORECA,arthur leclerc,Gold,26,121.531,170.082,NULL,manuel maldonado,Silver,26,122.201,175.914,NULL
elms,2024,Spa,2024-08-25 11:30:00,65,LMP2,Panis Racing,Oreca 07 - Gibson,ORECA,charles milesi,Platinum,43,121.257,128.84,NULL,manuel maldonado,Silver,26,122.201,175.914,NULL
elms,2024,Spa,2024-08-25 11:30:00,77,LMP2 Pro/Am,Proton Competition,Oreca 07 - Gibson,ORECA,bent viscaal,Gold,43,123.237,129.314,NULL,giorgio roda,Bronze,27,124.457,174.29,NULL
elms,2024,Spa,2024-08-25 11:30:00,77,LMP2 Pro/Am,Proton Competition,Oreca 07 - Gibson,ORECA,bent viscaal,Gold,43,123.237,129.314,NULL,rene binder,Gold,25,123.650,172.04,NULL
elms,2024,Spa,2024-08-25 11:30:00,77,LMP2 Pro/Am,Proton Competition,Oreca 07 - Gibson,ORECA,giorgio roda,Bronze,27,124.457,174.29,NULL,rene binder,Gold,25,123.650,172.04,NULL
elms,2024,Spa,2024-08-25 11:30:00,8,LMP3,Team Virage,Ligier JS P320 - Nissan,Ligier,bernardo pinheiro,Silver,25,134.070,137.583,NULL,gillian henrion,Silver,26,133.063,138.832,NULL
elms,2024,Spa,2024-08-25 11:30:00,8,LMP3,Team Virage,Ligier JS P320 - Nissan,Ligier,bernardo pinheiro,Silver,25,134.070,137.583,NULL,julien gerbi,Bronze,40,133.632,188.419,NULL
elms,2024,Spa,2024-08-25 11:30:00,8,LMP3,Team Virage,Ligier JS P320 - Nissan,Ligier,gillian henrion,Silver,26,133.063,138.832,NULL,julien gerbi,Bronze,40,133.632,188.419,NULL
elms,2024,Spa,2024-08-25 11:30:00,83,LMP2 Pro/Am,AF Corse,Oreca 07 - Gibson,ORECA,alessio rovera,Platinum,32,122.466,149.5,NULL,francois perrodo,Bronze,32,124.602,180.18,NULL
elms,2024,Spa,2024-08-25 11:30:00,83,LMP2 Pro/Am,AF Corse,Oreca 07 - Gibson,ORECA,alessio rovera,Platinum,32,122.466,149.5,NULL,matthieu vaxiviere,Gold,31,122.718,129.042,NULL
elms,2024,Spa,2024-08-25 11:30:00,83,LMP2 Pro/Am,AF Corse,Oreca 07 - Gibson,ORECA,francois perrodo,Bronze,32,124.602,180.18,NULL,matthieu vaxiviere,Gold,31,122.718,129.042,NULL
elms,2024,Spa,2024-08-25 11:30:00,86,LMGT3,GR Racing,Ferrari 296 LMGT3,Ferrari,davide rigon,Platinum,20,136.910,142.694,NULL,michael wainwright,Bronze,32,140.283,192.83,NULL
elms,2024,Spa,2024-08-25 11:30:00,86,LMGT3,GR Racing,Ferrari 296 LMGT3,Ferrari,davide rigon,Platinum,20,136.910,142.694,NULL,riccardo pera,Silver,36,137.983,152.385,NULL
elms,2024,Spa,2024-08-25 11:30:00,86,LMGT3,GR Racing,Ferrari 296 LMGT3,Ferrari,michael wainwright,Bronze,32,140.283,192.83,NULL,riccardo pera,Silver,36,137.983,152.385,NULL
elms,2024,Spa,2024-08-25 11:30:00,88,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,alexander bukhantsov,Bronze,38,133.703,191.168,NULL,kai askey,Silver,25,132.696,137.785,NULL
elms,2024,Spa,2024-08-25 11:30:00,88,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,alexander bukhantsov,Bronze,38,133.703,191.168,NULL,pedro perino,Silver,28,133.393,139.447,NULL
elms,2024,Spa,2024-08-25 11:30:00,88,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,kai askey,Silver,25,132.696,137.785,NULL,pedro perino,Silver,28,133.393,139.447,NULL
elms,2024,Spa,2024-08-25 11:30:00,9,LMP2,Iron Lynx - Proton,Oreca 07 - Gibson,ORECA,jonas ried,Silver,32,123.734,179.954,NULL,maceo capietto,Silver,35,122.457,128.953,NULL
elms,2024,Spa,2024-08-25 11:30:00,9,LMP2,Iron Lynx - Proton,Oreca 07 - Gibson,ORECA,jonas ried,Silver,32,123.734,179.954,NULL,matteo cairoli,Platinum,28,123.000,152.638,NULL
elms,2024,Spa,2024-08-25 11:30:00,9,LMP2,Iron Lynx - Proton,Oreca 07 - Gibson,ORECA,maceo capietto,Silver,35,122.457,128.953,NULL,matteo cairoli,Platinum,28,123.000,152.638,NULL
elms,2024,Spa,2024-08-25 11:30:00,97,LMGT3,Grid Motorsport by TF,Aston Martin Vantage AMR LMGT3,Aston Martin,jonathan adam,Platinum,18,137.874,162.661,NULL,lorcan hanafin,Silver,38,138.413,144.474,NULL
elms,2024,Spa,2024-08-25 11:30:00,97,LMGT3,Grid Motorsport by TF,Aston Martin Vantage AMR LMGT3,Aston Martin,jonathan adam,Platinum,18,137.874,162.661,NULL,martin berry,Bronze,32,139.918,192.37,NULL
elms,2024,Spa,2024-08-25 11:30:00,97,LMGT3,Grid Motorsport by TF,Aston Martin Vantage AMR LMGT3,Aston Martin,lorcan hanafin,Silver,38,138.413,144.474,NULL,martin berry,Bronze,32,139.918,192.37,NULL
elms,2024,Mugello,2024-09-29 11:30:00,10,LMP2,Vector Sport,Oreca 07 - Gibson,ORECA,patrick pilet,Platinum,53,97.217,114.969,NULL,ryan cullen,Silver,36,98.901,115.728,NULL
elms,2024,Mugello,2024-09-29 11:30:00,10,LMP2,Vector Sport,Oreca 07 - Gibson,ORECA,patrick pilet,Platinum,53,97.217,114.969,NULL,"stéphane richelmi",Gold,21,98.785,258.192,NULL
elms,2024,Mugello,2024-09-29 11:30:00,10,LMP2,Vector Sport,Oreca 07 - Gibson,ORECA,ryan cullen,Silver,36,98.901,115.728,NULL,"stéphane richelmi",Gold,21,98.785,258.192,NULL
elms,2024,Mugello,2024-09-29 11:30:00,11,LMP3,Eurointernational,Ligier JS P320 - Nissan,Ligier,adam ali,Silver,53,106.547,163.613,NULL,matthew richard bell,Bronze,56,106.711,124.575,NULL
elms,2024,Mugello,2024-09-29 11:30:00,12,LMP3,WTM by Rinaldi Racing,Duqueine M30 - D08 - Nissan,Duqueine,leonard weiss,Silver,14,107.980,292.972,NULL,oscar tunjo,Silver,39,104.670,116.895,NULL
elms,2024,Mugello,2024-09-29 11:30:00,12,LMP3,WTM by Rinaldi Racing,Duqueine M30 - D08 - Nissan,Duqueine,leonard weiss,Silver,14,107.980,292.972,NULL,torsten kratz,Bronze,56,106.300,124.733,NULL
elms,2024,Mugello,2024-09-29 11:30:00,12,LMP3,WTM by Rinaldi Racing,Duqueine M30 - D08 - Nissan,Duqueine,oscar tunjo,Silver,39,104.670,116.895,NULL,torsten kratz,Bronze,56,106.300,124.733,NULL
elms,2024,Mugello,2024-09-29 11:30:00,14,LMP2,AO by TF,Oreca 07 - Gibson,ORECA,jonny edgar,Silver,43,97.387,112.696,NULL,louis deletraz,Gold,42,96.361,111.255,NULL
elms,2024,Mugello,2024-09-29 11:30:00,14,LMP2,AO by TF,Oreca 07 - Gibson,ORECA,jonny edgar,Silver,43,97.387,112.696,NULL,robert kubica,Platinum,29,96.489,211.262,NULL
elms,2024,Mugello,2024-09-29 11:30:00,14,LMP2,AO by TF,Oreca 07 - Gibson,ORECA,louis deletraz,Gold,42,96.361,111.255,NULL,robert kubica,Platinum,29,96.489,211.262,NULL
elms,2024,Mugello,2024-09-29 11:30:00,15,LMP3,RLR M Sport,Ligier JS P320 - Nissan,Ligier,gael julien,Silver,54,104.741,161.389,NULL,michael jensen,Bronze,31,108.948,123.116,NULL
elms,2024,Mugello,2024-09-29 11:30:00,15,LMP3,RLR M Sport,Ligier JS P320 - Nissan,Ligier,gael julien,Silver,54,104.741,161.389,NULL,nick adcock,Bronze,25,106.952,127.01,NULL
elms,2024,Mugello,2024-09-29 11:30:00,15,LMP3,RLR M Sport,Ligier JS P320 - Nissan,Ligier,michael jensen,Bronze,31,108.948,123.116,NULL,nick adcock,Bronze,25,106.952,127.01,NULL
elms,2024,Mugello,2024-09-29 11:30:00,17,LMP3,COOL Racing,Ligier JS P320 - Nissan,Ligier,"cédric oltramare",Silver,12,108.650,304.532,NULL,miguel cristovao,Bronze,56,106.822,124.882,NULL
elms,2024,Mugello,2024-09-29 11:30:00,19,LMP2 Pro/Am,Team Virage,Oreca 07 - Gibson,ORECA,georgios kolovos,Bronze,34,100.123,117.578,NULL,"raphaël narac",Silver,37,98.076,183.699,NULL
elms,2024,Mugello,2024-09-29 11:30:00,19,LMP2 Pro/Am,Team Virage,Oreca 07 - Gibson,ORECA,georgios kolovos,Bronze,34,100.123,117.578,NULL,tristan vautier,Gold,43,97.655,113.774,NULL
elms,2024,Mugello,2024-09-29 11:30:00,19,LMP2 Pro/Am,Team Virage,Oreca 07 - Gibson,ORECA,"raphaël narac",Silver,37,98.076,183.699,NULL,tristan vautier,Gold,43,97.655,113.774,NULL
elms,2024,Mugello,2024-09-29 11:30:00,20,LMP2 Pro/Am,Algarve Pro Racing,Oreca 07 - Gibson,ORECA,alexander quinn,Gold,42,97.292,110.974,NULL,kriton lentoudis,Bronze,32,103.750,119.863,NULL
elms,2024,Mugello,2024-09-29 11:30:00,20,LMP2 Pro/Am,Algarve Pro Racing,Oreca 07 - Gibson,ORECA,alexander quinn,Gold,42,97.292,110.974,NULL,richard bradley,Gold,40,98.208,179.209,NULL
elms,2024,Mugello,2024-09-29 11:30:00,20,LMP2 Pro/Am,Algarve Pro Racing,Oreca 07 - Gibson,ORECA,kriton lentoudis,Bronze,32,103.750,119.863,NULL,richard bradley,Gold,40,98.208,179.209,NULL
elms,2024,Mugello,2024-09-29 11:30:00,21,LMP2 Pro/Am,United Autosports,Oreca 07 - Gibson,ORECA,andrew meyrick,Gold,40,98.725,180.648,NULL,daniel schneider,Bronze,32,100.943,118.403,NULL
elms,2024,Mugello,2024-09-29 11:30:00,21,LMP2 Pro/Am,United Autosports,Oreca 07 - Gibson,ORECA,andrew meyrick,Gold,40,98.725,180.648,NULL,oliver jarvis,Platinum,42,97.841,111.096,NULL
elms,2024,Mugello,2024-09-29 11:30:00,21,LMP2 Pro/Am,United Autosports,Oreca 07 - Gibson,ORECA,daniel schneider,Bronze,32,100.943,118.403,NULL,oliver jarvis,Platinum,42,97.841,111.096,NULL
elms,2024,Mugello,2024-09-29 11:30:00,22,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,benjamin hanley,Gold,41,97.248,108.912,NULL,filip ugran,Silver,48,97.350,112.141,NULL
elms,2024,Mugello,2024-09-29 11:30:00,22,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,benjamin hanley,Gold,41,97.248,108.912,NULL,marino sato,Gold,25,98.104,233.638,NULL
elms,2024,Mugello,2024-09-29 11:30:00,22,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,filip ugran,Silver,48,97.350,112.141,NULL,marino sato,Gold,25,98.104,233.638,NULL
elms,2024,Mugello,2024-09-29 11:30:00,23,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,bijoy garg,Silver,34,97.836,116.289,NULL,fabio scherer,Gold,38,96.979,184.8,NULL
elms,2024,Mugello,2024-09-29 11:30:00,23,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,bijoy garg,Silver,34,97.836,116.289,NULL,paul di resta,Platinum,42,96.719,111.262,NULL
elms,2024,Mugello,2024-09-29 11:30:00,23,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,fabio scherer,Gold,38,96.979,184.8,NULL,paul di resta,Platinum,42,96.719,111.262,NULL
elms,2024,Mugello,2024-09-29 11:30:00,24,LMP2 Pro/Am,Nielsen Racing,Oreca 07 - Gibson,ORECA,colin noble,Gold,37,98.725,187.378,NULL,john falb,Bronze,35,99.274,116.778,NULL
elms,2024,Mugello,2024-09-29 11:30:00,24,LMP2 Pro/Am,Nielsen Racing,Oreca 07 - Gibson,ORECA,colin noble,Gold,37,98.725,187.378,NULL,nicholas yelloly,Platinum,42,97.885,111.006,NULL
elms,2024,Mugello,2024-09-29 11:30:00,24,LMP2 Pro/Am,Nielsen Racing,Oreca 07 - Gibson,ORECA,john falb,Bronze,35,99.274,116.778,NULL,nicholas yelloly,Platinum,42,97.885,111.006,NULL
elms,2024,Mugello,2024-09-29 11:30:00,25,LMP2,Algarve Pro Racing,Oreca 07 - Gibson,ORECA,alexander lynn,Platinum,42,95.607,110.43,NULL,matthias kaiser,Silver,35,97.035,115.221,NULL
elms,2024,Mugello,2024-09-29 11:30:00,25,LMP2,Algarve Pro Racing,Oreca 07 - Gibson,ORECA,alexander lynn,Platinum,42,95.607,110.43,NULL,olli caldwell,Gold,37,96.318,187.508,NULL
elms,2024,Mugello,2024-09-29 11:30:00,25,LMP2,Algarve Pro Racing,Oreca 07 - Gibson,ORECA,matthias kaiser,Silver,35,97.035,115.221,NULL,olli caldwell,Gold,37,96.318,187.508,NULL
elms,2024,Mugello,2024-09-29 11:30:00,27,LMP2,Nielsen Racing,Oreca 07 - Gibson,ORECA,benjamin pedersen,Silver,72,98.330,153.024,NULL,william stevens,Platinum,42,97.821,111.185,NULL
elms,2024,Mugello,2024-09-29 11:30:00,28,LMP2,IDEC Sport,Oreca 07 - Gibson,ORECA,nicolas pino,Silver,45,97.319,112.294,NULL,reshad de gerus,Gold,5,97.591,102.382,NULL
elms,2024,Mugello,2024-09-29 11:30:00,29,LMP2 Pro/Am,Richard Mille by TDS,Oreca 07 - Gibson,ORECA,"grégoire saucy",Gold,36,97.385,189.322,NULL,mathias beche,Gold,42,97.452,110.469,NULL
elms,2024,Mugello,2024-09-29 11:30:00,29,LMP2 Pro/Am,Richard Mille by TDS,Oreca 07 - Gibson,ORECA,"grégoire saucy",Gold,36,97.385,189.322,NULL,rodrigo sales,Bronze,36,99.790,116.619,NULL
elms,2024,Mugello,2024-09-29 11:30:00,29,LMP2 Pro/Am,Richard Mille by TDS,Oreca 07 - Gibson,ORECA,mathias beche,Gold,42,97.452,110.469,NULL,rodrigo sales,Bronze,36,99.790,116.619,NULL
elms,2024,Mugello,2024-09-29 11:30:00,30,LMP2,Duqueine Team,Oreca 07 - Gibson,ORECA,james allen,Gold,41,97.174,108.538,NULL,jean-baptiste simmenauer,Gold,22,97.261,251.863,NULL
elms,2024,Mugello,2024-09-29 11:30:00,30,LMP2,Duqueine Team,Oreca 07 - Gibson,ORECA,james allen,Gold,41,97.174,108.538,NULL,niels koolen,Silver,51,97.379,111.22,NULL
elms,2024,Mugello,2024-09-29 11:30:00,30,LMP2,Duqueine Team,Oreca 07 - Gibson,ORECA,jean-baptiste simmenauer,Gold,22,97.261,251.863,NULL,niels koolen,Silver,51,97.379,111.22,NULL
elms,2024,Mugello,2024-09-29 11:30:00,31,LMP3,Racing Spirit of Leman,Ligier JS P320 - Nissan,Ligier,antoine doquin,Silver,53,106.045,162.933,NULL,jacques wolff,Bronze,29,107.189,121.575,NULL
elms,2024,Mugello,2024-09-29 11:30:00,31,LMP3,Racing Spirit of Leman,Ligier JS P320 - Nissan,Ligier,antoine doquin,Silver,53,106.045,162.933,NULL,jean-ludovic foubert,Bronze,27,109.696,128.838,NULL
elms,2024,Mugello,2024-09-29 11:30:00,31,LMP3,Racing Spirit of Leman,Ligier JS P320 - Nissan,Ligier,jacques wolff,Bronze,29,107.189,121.575,NULL,jean-ludovic foubert,Bronze,27,109.696,128.838,NULL
elms,2024,Mugello,2024-09-29 11:30:00,34,LMP2,Inter Europol Competition,Oreca 07 - Gibson,ORECA,"clément novalak",Gold,49,96.271,110.757,NULL,luca ghiotto,Platinum,42,96.552,110.718,NULL
elms,2024,Mugello,2024-09-29 11:30:00,34,LMP2,Inter Europol Competition,Oreca 07 - Gibson,ORECA,"clément novalak",Gold,49,96.271,110.757,NULL,oliver gray,Silver,23,95.401,241.439,NULL
elms,2024,Mugello,2024-09-29 11:30:00,34,LMP2,Inter Europol Competition,Oreca 07 - Gibson,ORECA,luca ghiotto,Platinum,42,96.552,110.718,NULL,oliver gray,Silver,23,95.401,241.439,NULL
elms,2024,Mugello,2024-09-29 11:30:00,35,LMP3,Ultimate,Ligier JS P320 - Nissan,Ligier,jean-baptiste lahaye,Silver,40,104.821,183.205,NULL,louis stern,Bronze,55,108.113,123.349,NULL
elms,2024,Mugello,2024-09-29 11:30:00,35,LMP3,Ultimate,Ligier JS P320 - Nissan,Ligier,jean-baptiste lahaye,Silver,40,104.821,183.205,NULL,matthieu lahaye,Silver,14,107.011,109.134,NULL
elms,2024,Mugello,2024-09-29 11:30:00,35,LMP3,Ultimate,Ligier JS P320 - Nissan,Ligier,louis stern,Bronze,55,108.113,123.349,NULL,matthieu lahaye,Silver,14,107.011,109.134,NULL
elms,2024,Mugello,2024-09-29 11:30:00,37,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,lorenzo fluxa,Gold,46,97.544,111.615,NULL,malthe jakobsen,Gold,42,97.444,111.437,NULL
elms,2024,Mugello,2024-09-29 11:30:00,37,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,lorenzo fluxa,Gold,46,97.544,111.615,NULL,ritomo miyata,Platinum,26,98.062,225.627,NULL
elms,2024,Mugello,2024-09-29 11:30:00,37,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,malthe jakobsen,Gold,42,97.444,111.437,NULL,ritomo miyata,Platinum,26,98.062,225.627,NULL
elms,2024,Mugello,2024-09-29 11:30:00,4,LMP3,DKR Engineering,Duqueine M30 - D08 - Nissan,Duqueine,alexander mattschull,Bronze,56,106.829,124.919,NULL,guilherme de oliveira,Silver,13,108.119,290.41,NULL
elms,2024,Mugello,2024-09-29 11:30:00,43,LMP2,Inter Europol Competition,Oreca 07 - Gibson,ORECA,sebastian alvarez,Silver,42,97.196,112.862,NULL,tom dillmann,Gold,42,97.220,111.192,NULL
elms,2024,Mugello,2024-09-29 11:30:00,43,LMP2,Inter Europol Competition,Oreca 07 - Gibson,ORECA,sebastian alvarez,Silver,42,97.196,112.862,NULL,vladislav lomko,Gold,30,97.124,208.061,NULL
elms,2024,Mugello,2024-09-29 11:30:00,43,LMP2,Inter Europol Competition,Oreca 07 - Gibson,ORECA,tom dillmann,Gold,42,97.220,111.192,NULL,vladislav lomko,Gold,30,97.124,208.061,NULL
elms,2024,Mugello,2024-09-29 11:30:00,47,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,carl bennett,Silver,48,98.657,176.505,NULL,ferdinand habsburg,Gold,14,98.104,100.249,NULL
elms,2024,Mugello,2024-09-29 11:30:00,47,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,carl bennett,Silver,48,98.657,176.505,NULL,frederik vesti,Platinum,44,97.064,132.212,NULL
elms,2024,Mugello,2024-09-29 11:30:00,47,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,ferdinand habsburg,Gold,14,98.104,100.249,NULL,frederik vesti,Platinum,44,97.064,132.212,NULL
elms,2024,Mugello,2024-09-29 11:30:00,5,LMP3,RLR M Sport,Ligier JS P320 - Nissan,Ligier,bailey voisin,Silver,24,107.441,109.226,NULL,daniel ali,Silver,29,106.479,214.622,NULL
elms,2024,Mugello,2024-09-29 11:30:00,5,LMP3,RLR M Sport,Ligier JS P320 - Nissan,Ligier,bailey voisin,Silver,24,107.441,109.226,NULL,james dayson,Bronze,55,107.700,123.419,NULL
elms,2024,Mugello,2024-09-29 11:30:00,5,LMP3,RLR M Sport,Ligier JS P320 - Nissan,Ligier,daniel ali,Silver,29,106.479,214.622,NULL,james dayson,Bronze,55,107.700,123.419,NULL
elms,2024,Mugello,2024-09-29 11:30:00,50,LMGT3,Formula Racing,Ferrari 296 LMGT3,Ferrari,conrad laursen,Silver,38,108.746,196.723,NULL,johnny laursen,Bronze,46,110.409,122.299,NULL
elms,2024,Mugello,2024-09-29 11:30:00,50,LMGT3,Formula Racing,Ferrari 296 LMGT3,Ferrari,conrad laursen,Silver,38,108.746,196.723,NULL,nicklas nielsen,Platinum,23,108.272,110.376,NULL
elms,2024,Mugello,2024-09-29 11:30:00,50,LMGT3,Formula Racing,Ferrari 296 LMGT3,Ferrari,johnny laursen,Bronze,46,110.409,122.299,NULL,nicklas nielsen,Platinum,23,108.272,110.376,NULL
elms,2024,Mugello,2024-09-29 11:30:00,51,LMGT3,AF Corse,Ferrari 296 LMGT3,Ferrari,charles-henri samani,Bronze,55,110.587,126.935,NULL,emmanuel collard,Silver,28,109.059,215.024,NULL
elms,2024,Mugello,2024-09-29 11:30:00,51,LMGT3,AF Corse,Ferrari 296 LMGT3,Ferrari,charles-henri samani,Bronze,55,110.587,126.935,NULL,nicolas varrone,Gold,24,107.609,110.094,NULL
elms,2024,Mugello,2024-09-29 11:30:00,51,LMGT3,AF Corse,Ferrari 296 LMGT3,Ferrari,emmanuel collard,Silver,28,109.059,215.024,NULL,nicolas varrone,Gold,24,107.609,110.094,NULL
elms,2024,Mugello,2024-09-29 11:30:00,57,LMGT3,Kessel Racing,Ferrari 296 LMGT3,Ferrari,daniel serra,Platinum,22,107.813,110.133,NULL,esteban masson,Gold,38,109.161,196.532,NULL
elms,2024,Mugello,2024-09-29 11:30:00,57,LMGT3,Kessel Racing,Ferrari 296 LMGT3,Ferrari,daniel serra,Platinum,22,107.813,110.133,NULL,takeshi kimura,Bronze,47,111.520,122.113,NULL
elms,2024,Mugello,2024-09-29 11:30:00,57,LMGT3,Kessel Racing,Ferrari 296 LMGT3,Ferrari,esteban masson,Gold,38,109.161,196.532,NULL,takeshi kimura,Bronze,47,111.520,122.113,NULL
elms,2024,Mugello,2024-09-29 11:30:00,59,LMGT3,Racing Spirit of Leman,Aston Martin Vantage AMR LMGT3,Aston Martin,casper stevenson,Silver,38,109.312,197.229,NULL,derek deboer,Bronze,46,110.184,122.073,NULL
elms,2024,Mugello,2024-09-29 11:30:00,59,LMGT3,Racing Spirit of Leman,Aston Martin Vantage AMR LMGT3,Aston Martin,casper stevenson,Silver,38,109.312,197.229,NULL,valentin hasse clot,Gold,23,109.133,111.237,NULL
elms,2024,Mugello,2024-09-29 11:30:00,59,LMGT3,Racing Spirit of Leman,Aston Martin Vantage AMR LMGT3,Aston Martin,derek deboer,Bronze,46,110.184,122.073,NULL,valentin hasse clot,Gold,23,109.133,111.237,NULL
elms,2024,Mugello,2024-09-29 11:30:00,60,LMGT3,Proton Competition,Porsche 911 GT3 R LMGT3,Porsche,claudio schiavoni,Bronze,36,112.847,137.848,NULL,matteo cressoni,Silver,24,108.731,129.028,NULL
elms,2024,Mugello,2024-09-29 11:30:00,63,LMGT3,Iron Lynx,Lamborghini Huracan LMGT3 Evo2,Lamborghini,andrea caldarelli,Platinum,23,109.168,110.926,NULL,axcil jefferies,Silver,29,109.420,206.381,NULL
elms,2024,Mugello,2024-09-29 11:30:00,63,LMGT3,Iron Lynx,Lamborghini Huracan LMGT3 Evo2,Lamborghini,andrea caldarelli,Platinum,23,109.168,110.926,NULL,hiroshi hamaguchi,Bronze,53,110.121,134.578,NULL
elms,2024,Mugello,2024-09-29 11:30:00,63,LMGT3,Iron Lynx,Lamborghini Huracan LMGT3 Evo2,Lamborghini,axcil jefferies,Silver,29,109.420,206.381,NULL,hiroshi hamaguchi,Bronze,53,110.121,134.578,NULL
elms,2024,Mugello,2024-09-29 11:30:00,65,LMP2,Panis Racing,Oreca 07 - Gibson,ORECA,arthur leclerc,Gold,32,95.874,200.786,NULL,charles milesi,Platinum,42,95.667,111.36,NULL
