POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,28,Classified,10,48:59.472,-,-,7,4:03.292,201.6,MARTINET BY ALMERAS,992,992,,992 GT3 Cup,,,,,,,,,,,,Jean,Glorieux,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,45,Classified,10,49:37.038,+37.566,+7.320,2,4:09.164,196.9,BERTO MOTEURS,992,992,,992 GT3 Cup,,,,,,,,,,,,Boris,Gimond,,,FRA,,,,,,,Yves,Provins,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,93,Classified,10,49:39.463,+39.991,+2.425,9,4:06.639,198.9,SPEED LOVER,992,992,,992 GT3 Cup,,,,,,,,,,,,P.J.,Hyett,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7,Classified,10,49:42.898,+43.426,+3.435,9,4:09.841,196.3,RACING TECHNOLOGY,992,992,,992 GT3 Cup,,,,,,,,,,,,Denis,Papin,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4,Classified,10,49:44.641,+45.169,+1.743,9,4:09.130,196.9,911 IMPACT,R,R,,991 GT3 R,,,,,,,,,,,,Olivier,Rabot,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,79,Classified,10,49:46.281,+46.809,+1.640,9,4:09.087,196.9,GDL RACING,992,992,,992 GT3 Cup,,,,,,,,,,,,Steve,Liquorish,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,61,Classified,10,49:47.165,+47.693,+0.884,9,4:09.018,197.0,EARL BAMBER MOTORSPORT,R,R,,991 GT3 R,,,,,,,,,,,,Adrian,D'Silva,,,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,91,Classified,10,49:47.649,+48.177,+0.484,10,4:08.433,197.5,ID RACING,992,992,,992 GT3 Cup,,,,,,,,,,,,Jeronimo,Guzman,,,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,24,Classified,10,49:52.182,+52.710,+4.533,7,4:08.731,197.2,TINSEAU RACING,992,992,,992 GT3 Cup,,,,,,,,,,,,Julien,Jacquel,,,FRA,,,,,,,Michael,Blanchemain,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,46,Classified,10,49:53.654,+54.182,+1.472,9,4:10.629,195.7,HRT PERFORMANCE,992,992,,992 GT3 Cup,,,,,,,,,,,,Gregg,Gorski,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,32,Classified,10,49:57.267,+57.795,+3.613,9,4:11.535,195.0,ID RACING,992,992,,992 GT3 Cup,,,,,,,,,,,,Mohammad J.,Alkazemi,,,KWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,20,Classified,10,49:57.529,+58.057,+0.262,7,4:09.310,196.8,IMSA PERFORMANCE,992,992,,992 GT3 Cup,,,,,,,,,,,,Stéphane,Girardot,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,92,Classified,10,49:59.548,+1:00.076,+2.019,7,4:10.776,195.6,SPEED LOVER,992,992,,992 GT3 Cup,,,,,,,,,,,,Dominique,Bastien,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,90,Classified,10,50:02.652,+1:03.180,+3.104,9,4:11.610,195.0,ID RACING,992,992,,992 GT3 Cup,,,,,,,,,,,,Mark,Thomas,,,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,30,Classified,10,50:02.841,+1:03.369,+0.189,9,4:11.600,195.0,BERTO MOTEURS,992,992,,992 GT3 Cup,,,,,,,,,,,,Sébastien,Lajoux,,,FRA,,,,,,,Philippe,Bonnel,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,37,Classified,10,50:03.778,+1:04.306,+0.937,9,4:10.634,195.7,MANTHEY RACING,992,992,,992 GT3 Cup,,,,,,,,,,,,Luc,Vanderfeesten,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,21,Classified,10,50:11.718,+1:12.246,+7.940,7,4:14.169,193.0,BERTO MOTEURS,991-2,991-2,,991 GT3 Cup phase II,,,,,,,,,,,,David,Sarny,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,44,Classified,10,50:14.828,+1:15.356,+3.110,6,4:12.506,194.3,RACING TECHNOLOGY,992,992,,991 GT3 Cup phase II,,,,,,,,,,,,Cyril,Caillo,,,FRA,,,,,,,Jean Luc,Deblangey,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,27,Classified,10,50:43.861,+1:44.389,+29.033,7,4:18.727,189.6,911 IMPACT,991-2,991-2,,991 GT3 Cup phase II,,,,,,,,,,,,Michel,Nourry,,,FRA,,,,,,,Michael,De Cock,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,33,Classified,10,50:45.499,+1:46.027,+1.638,2,4:20.239,188.5,CLRT,992,992,,992 GT3 Cup,,,,,,,,,,,,Marlon,Hernandez,,,FRA,,,,,,,Thierry,Blaise,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,43,Classified,10,50:46.522,+1:47.050,+1.023,2,4:18.162,190.0,DSR RACING,991-2,991-2,,991 GT3 Cup phase II,,,,,,,,,,,,Lionel,Rigaud,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,29,Classified,10,50:49.360,+1:49.888,+2.838,6,4:19.990,188.7,MARTINET BY ALMERAS,992,992,,992 GT3 Cup,,,,,,,,,,,,Julien,Froment,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,3,Classified,10,51:25.169,+2:25.697,+35.809,7,4:22.041,187.2,DBG MOTORSPORT,991-1,991-1,,991 GT3 Cup phase I,,,,,,,,,,,,Jacques,Beaurain,,,FRA,,,,,,,Daniel,Gérarduzzi,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,111,Classified,10,51:31.649,+2:32.177,+6.480,10,4:23.909,185.9,RACING TECHNOLOGY,718,718,,718 Cayman Clubsport,,,,,,,,,,,,Frédéric,Perriat,,,FRA,,,,,,,Stéphane,Brémard,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,16,Classified,10,51:38.196,+2:38.724,+6.547,7,4:27.173,183.6,911 IMPACT,R,R,,991 GT3 R,,,,,,,,,,,,Christophe,Calice,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,67,Classified,10,51:38.697,+2:39.225,+0.501,7,4:24.334,185.6,RIVIERA MOTORSPORT,718,718,,718 Cayman Clubsport,,,,,,,,,,,,Jean Charles,Carminati,,,FRA,,,,,,,Julien,Goujat,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,11,Classified,10,51:39.875,+2:40.403,+1.178,7,4:26.094,184.3,RACING TECHNOLOGY,991-2,991-2,,991 GT3 Cup phase II,,,,,,,,,,,,Jérôme,Miloé,,,FRA,,,,,,,Jean Louis,Miloé,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,62,Classified,10,51:41.705,+2:42.233,+1.830,7,4:24.251,185.6,AD MOMENTUM RACING by VTP,718,718,,981 Cayman Clubsport,,,,,,,,,,,,Ioannis,Plagos,,,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,12,Classified,10,51:43.335,+2:43.863,+1.630,8,4:28.032,183.0,BERTO MOTEURS,991-1,991-1,,991 GT3 Cup phase I,,,,,,,,,,,,Jean Marc,Lesage,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,56,Classified,10,51:43.874,+2:44.402,+0.539,7,4:28.156,182.9,DS EVENTS,981,981,,981 Cayman Clubsport,,,,,,,,,,,,Patrice,Garrouste,,,FRA,,,,,,,Etienne,Garrouste,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,76,Classified,10,51:44.017,+2:44.545,+0.143,7,4:24.988,185.1,CG MOTORSPORT,718,718,,718 Cayman Clubsport,,,,,,,,,,,,Bertrand,Dumarcet,,,FRA,,,,,,,Damien,Legrez,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,85,Classified,10,51:50.781,+2:51.309,+6.764,10,4:27.869,183.1,HUBER RACING,981,981,,981 Cayman Clubsport,,,,,,,,,,,,Stefan,Kiefer,,,DEU,,,,,,,David,Kiefer,,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,72,Classified,10,51:51.215,+2:51.743,+0.434,7,4:30.756,181.2,GLINCHE RACING,981,981,,981 Cayman Clubsport,,,,,,,,,,,,Hervé,Glinche,,,FRA,,,,,,,Lucas,Glinche,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,64,Classified,10,52:05.663,+3:06.191,+14.448,7,4:25.666,184.6,CG MOTORSPORT,718,718,,718 Cayman Clubsport,,,,,,,,,,,,Dimitri,Verza,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,25,Classified,10,52:10.933,+3:11.461,+5.270,9,4:32.974,179.7,BERTO MOTEURS,991-1,991-1,,991 GT3 Cup phase I,,,,,,,,,,,,Christophe,Mayeur,,,FRA,,,,,,,Guillaume,Bedra,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,23,Classified,10,52:24.927,+3:25.455,+13.994,7,4:35.507,178.0,TINSEAU RACING,981,981,,981 Cayman Clubsport,,,,,,,,,,,,Bernard,Coisne,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,15,Classified,10,52:25.226,+3:25.754,+0.299,9,4:34.330,178.8,911 IMPACT,981,981,,981 Cayman Clubsport,,,,,,,,,,,,Romain,Walheer,,,BEL,,,,,,,Marc-Ed,Crassaerts,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,81,Classified,10,52:31.303,+3:31.831,+6.077,8,4:32.575,180.0,GDL RACING,991-2,991-2,,991 GT3 Cup phase II,,,,,,,,,,,,Jim,Michaelian,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,58,Classified,10,52:56.770,+3:57.298,+25.467,8,4:36.544,177.4,DS EVENTS,981,981,,981 Cayman Clubsport,,,,,,,,,,,,François-Xavier,Bourdin,,,FRA,,,,,,,André,Zaphirato,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,68,Classified,10,52:58.808,+3:59.336,+2.038,7,4:39.463,175.5,CG MOTORSPORT,981,981,,981 Cayman Clubsport,,,,,,,,,,,,Didier,Jardin,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,66,Classified,9,45:46.040,1 Lap,1 Lap,9,4:11.824,194.8,CLRT,992,992,,992 GT3 Cup,,,,,,,,,,,,Howard,Blank,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,99,Classified,9,47:33.951,1 Lap,+1:47.911,8,4:11.325,195.2,CLRT,992,992,,992 GT3 Cup,,,,,,,,,,,,Fabrice,Notari,,,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,80,Classified,9,51:33.811,1 Lap,+3:59.860,6,4:25.604,184.7,GDL RACING,991-2,991-2,,991 GT3 Cup phase II,,,,,,,,,,,,Roberto,Fecchio,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,8,Classified,9,52:27.191,1 Lap,+53.380,8,4:33.544,179.3,BERTO MOTEURS,991-2,991-2,,991 GT3 Cup phase II,,,,,,,,,,,,Vincent,Isavard,,,FRA,,,,,,,François,Thevenet,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,82,Classified,8,41:52.711,2 Laps,1 Lap,7,4:18.575,189.7,GDL RACING,991-2,991-2,,991 GT3 Cup phase II,,,,,,,,,,,,Stefano,Borghi,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,57,Classified,7,38:14.327,3 Laps,1 Lap,7,4:29.887,181.8,DS EVENTS,981,981,,981 Cayman Clubsport,,,,,,,,,,,,Guillaume,Raynaud,,,FRA,,,,,,,Gérard,Zanoni,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,73,Classified,7,38:47.246,3 Laps,+32.919,7,4:31.778,180.5,911 IMPACT,718,718,,718 Cayman Clubsport,,,,,,,,,,,,Laurent,Nuss,,,FRA,,,,,,,Romuald,Valichon,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,Not classified,6,32:57.706,,,2,4:09.633,196.5,PORSCHE ZENTRUM 5 SEEN,R,R,,991 GT3 R,,,,,,,,,,,,Jörg,Dreisow,,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,83,Not classified,2,8:11.084,,,2,4:04.572,200.6,HUBER RACING,992,992,,992 GT3 Cup,,,,,,,,,,,,Bashar,Mardini,,,UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,Not classified,2,8:19.193,,,2,4:07.170,198.5,IMSA PERFORMANCE,R,R,,991 GT3 R,,,,,,,,,,,,Arnaud,Pierre,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,49,Not classified,2,8:59.786,,,0,,,HRT PERFORMANCE,992,992,,992 GT3 Cup,,,,,,,,,,,,Aurelijus,Rusteika,,,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,86,Not classified,2,12:18.371,,,0,,,HUBER RACING,981,981,,981 Cayman Clubsport,,,,,,,,,,,,Stefano,Höge,,,DEU,,,,,,,Gunther,Höge,,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,70,Not classified,1,5:06.962,,,0,,,REMPP RACING,981,981,,981 Cayman Clubsport,,,,,,,,,,,,Rodolphe,Gabrion,,,FRA,,,,,,,Fabian,Bouche,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,48,Not classified,0,,,,0,,,HRT PERFORMANCE,992,992,,992 GT3 Cup,,,,,,,,,,,,Kerong,Li,,,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,Not started,0,,,,0,,,PORSCHE ZENTRUM 5 SEEN,991-2,991-2,,991 GT3 Cup phase II,,,,,,,,,,,,Sebastian,Schmitt,,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,50,Not started,0,,,,0,,,IMSA PERFORMANCE,992,992,,992 GT3 Cup,,,,,,,,,,,,Michel,Ettouati,,,FRA,,,,,,,Franck,Racinet,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,59,Not started,0,,,,0,,,IMSA PERFORMANCE,991-1,991-1,,991 GT3 Cup phase I,,,,,,,,,,,,Pierre,Vassallo,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
