POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,7,45,3:31.626,-,-,231.8,50,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 HYBRID,M,62814,380,4169,6054,2,121,,,,,Mike,CONWAY,,,GBR,,215,188,,,,Kamui,KOBAYASHI,,,JPN,,210,121,,,,Jose Maria,LOPEZ,,,ARG,,8418,13,,,,Ryo,HIRAKAWA,,,JPN,,8166,121,,,,Brendon,HARTLEY,,,NZL,,152,168,,,,,,,,,,
12,41,27,3:34.680,+3.054,+0.104,228.5,29,Realteam by WRT,LMP2,,,Oreca 07 - Gibson,G,62828,6157,3,5626,256,219,,,,,Rui,ANDRADE,,,PRT,,9873,184,,,,Ferdinand,HABSBURG,,,AUT,,10000,17,,,,Norman,NATO,,,FRA,,9032,70,,,,René,RAST,,,DEU,,307,5,,,,Mirko,BORTOLOTTI,,,ITA,,10543,119,,,,,,,,,,
13,45,32,3:34.973,+3.347,+0.293,228.2,42,Algarve Pro Racing,LMP2,P/A,,Oreca 07 - Gibson,G,62871,92,3,5626,256,184,,,,,Steven,THOMAS,,,USA,,10223,66,,,,James,ALLEN,,,AUS,,8384,16,,,,René,BINDER,,,AUT,,9190,17,,,,,,,,,,,,,,,,,,,,,,
14,9,13,3:35.014,+3.388,+0.041,228.1,43,Prema Orlen Team,LMP2,,,Oreca 07 - Gibson,G,62816,6153,3,5626,256,119,,,,,Robert,KUBICA,,,POL,,8438,181,,,,Louis,DELETRAZ,,,CHE,,9621,219,,,,Lorenzo,COLOMBO,,,ITA,,10329,119,,,,,,,,,,,,,,,,,,,,,,
15,43,39,3:35.238,+3.612,+0.224,227.9,47,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,62857,402,3,5626,256,181,,,,,David,HEINEMEIER-HANSSON,,,DNK,,1182,57,,,,Fabio,SCHERER,,,CHE,,9870,219,,,,Pietro,FITTIPALDI,,,BRA,,9171,32,,,,,,,,,,,,,,,,,,,,,,
16,1,47,3:35.265,+3.639,+0.027,227.9,47,Richard Mille Racing,LMP2,,,Oreca 07 - Gibson,G,62812,5989,3,5626,256,70,,,,,Lilou,WADOUX,,,FRA,,10297,70,,,,Sébastien,OGIER,,,FRA,,10296,70,,,,Charles,MILESI,,,FRA,,9594,70,,,,,,,,,,,,,,,,,,,,,,
17,65,16,3:35.392,+3.766,+0.127,227.7,35,Panis Racing,LMP2,,,Oreca 07 - Gibson,G,62859,5990,3,5626,256,70,,,,,Julien,CANAL,,,FRA,,73,70,,,,Nicolas,JAMIN,,,FRA,,9174,70,,,,Job,VAN UITERT,,,NLD,,8984,178,,,,,,,,,,,,,,,,,,,,,,
18,28,46,3:35.508,+3.882,+0.116,227.6,49,JOTA,LMP2,,,Oreca 07 - Gibson,G,62821,27,3,5626,256,188,,,,,Oliver,RASMUSSEN,,,DNK,,10332,57,,,,Edward,JONES,,,GBR,,10333,188,,,,Jonathan,ABERDEIN,,,ZAF,,9879,2,,,,,,,,,,,,,,,,,,,,,,
19,23,5,3:35.708,+4.082,+0.200,227.4,39,United Autosports USA,LMP2,,,Oreca 07 - Gibson,G,62820,6078,3,5626,256,66,,,,,Alexander,LYNN,,,GBR,,8316,188,,,,Oliver,JARVIS,,,GBR,,93,188,,,,Joshua,PIERSON,,,USA,,10331,66,,,,Paul,DI RESTA,,,GBR,,9293,188,,,,,,,,,,,,,,,,
20,47,44,3:35.727,+4.101,+0.019,227.4,45,Algarve Pro Racing,LMP2,P/A,,Oreca 07 - Gibson,G,62872,92,3,5626,256,184,,,,,Sophia,FLOERSCH,,,DEU,,9765,5,,,,John,FALB,,,USA,,1536,66,,,,Jack,AITKEN,,,GBR,,10508,188,,,,Alexander,PERONI,,,AUS,,10304,16,,,,,,,,,,,,,,,,
21,37,28,3:36.354,+4.728,+0.627,226.7,34,COOL Racing,LMP2,,,Oreca 07 - Gibson,G,62855,5790,3,5626,256,219,,,,,Yifei,YE,,,CHN,,10068,43,,,,Ricky,TAYLOR,,,USA,,253,66,,,,Niklas,KRUETTEN,,,DEU,,10104,5,,,,,,,,,,,,,,,,,,,,,,
22,31,22,3:36.376,+4.750,+0.022,226.7,31,WRT,LMP2,,,Oreca 07 - Gibson,G,62822,5518,3,5626,256,23,,,,,Sean,GELAEL,,,IDN,,1968,113,,,,Robin,FRIJNS,,,NLD,,9871,178,,,,René,RAST,,,DEU,,307,5,,,,Mirko,BORTOLOTTI,,,ITA,,10543,119,,,,,,,,,,,,,,,,
23,3,29,3:36.951,+5.325,+0.575,226.1,40,DKR Engineering ,LMP2,P/A,,Oreca 07 - Gibson,G,62849,49,3,5626,256,138,,,,,Laurents,HORR,,,DEU,,9124,5,,,,Jean,GLORIEUX,,,BEL,,8764,23,,,,Alexandre,COUGNAUD,,,FRA,,1926,70,,,,,,,,,,,,,,,,,,,,,,
24,10,32,3:37.239,+5.613,+0.288,225.8,41,Vector Sport,LMP2,,,Oreca 07 - Gibson,G,62817,6154,3,5626,256,188,,,,,Nico,MÜLLER,,,CHE,,10330,219,,,,Ryan,CULLEN,,,GBR,,492,188,,,,Sébastien,BOURDAIS,,,FRA,,98,70,,,,,,,,,,,,,,,,,,,,,,
25,30,9,3:37.280,+5.654,+0.041,225.8,33,Duqueine Team,LMP2,,,Oreca 07 - Gibson,G,62853,5981,3,5626,256,70,,,,,Richard,BRADLEY,,,GBR,,272,188,,,,Guillermo,ROJAS,,,MEX,,10542,151,,,,Reshad,DE GERUS,,,FRA,,10416,70,,,,,,,,,,,,,,,,,,,,,,
26,83,29,3:37.410,+5.784,+0.130,225.6,36,AF Corse,LMP2,P/A,,Oreca 07 - Gibson,G,62839,16,3,5626,256,119,,,,,François,PERRODO,,,FRA,,260,70,,,,Nicklas,NIELSEN,,,DNK,,9432,57,,,,Alessio,ROVERA,,,ITA,,9837,119,,,,,,,,,,,,,,,,,,,,,,
27,24,4,3:37.738,+6.112,+0.328,225.3,36,Nielsen Racing,LMP2,P/A,,Oreca 07 - Gibson,G,62851,5670,3,5626,256,188,,,,,Rodrigo,SALES,,,USA,,9754,66,,,,Matthew,BELL,,,GBR,,204,188,,,,Ben,HANLEY,,,GBR,,1972,188,,,,,,,,,,,,,,,,,,,,,,
28,39,38,3:38.016,+6.390,+0.278,225.0,49,Graff Racing,LMP2,P/A,,Oreca 07 - Gibson,G,62856,4378,3,5626,256,70,,,,,Eric,TROUILLET,,,FRA,,1542,70,,,,Sébastien,PAGE,,,CHE,,9545,219,,,,David,DROUX,,,CHE,,1612,219,,,,,,,,,,,,,,,,,,,,,,
29,35,46,3:38.228,+6.602,+0.212,224.8,49,Ultimate,LMP2,P/A,,Oreca 07 - Gibson,G,62825,390,3,5626,256,70,,,,,Jean-Baptiste,LAHAYE,,,FRA,,1628,70,,,,Matthieu,LAHAYE,,,FRA,,37,70,,,,François,HERIAU,,,FRA,,1630,70,,,,,,,,,,,,,,,,,,,,,,
30,44,13,3:39.384,+7.758,+1.156,223.6,46,ARC Bratislava,LMP2,P/A,,Oreca 07 - Gibson,G,62829,562,3,5626,256,213,,,,,Miroslav,KONOPKA,,,SVK,,4265,213,,,,Bent,VISCAAL,,,NLD,,10541,178,,,,Tristan,VAUTIER,,,FRA,,530,70,,,,Matej,KONOPKA,,,SVK,,10220,213,,,,,,,,,,,,,,,,
31,32,35,3:39.626,+8.000,+0.242,223.4,36,Team WRT,LMP2,,,Oreca 07 - Gibson,G,62854,5518,3,5626,256,23,,,,,Rolf,INEICHEN,,,CHE,,10249,219,,,,Mirko,BORTOLOTTI,,,ITA,,10543,119,,,,Dries,VANTHOOR,,,BEL,,8292,23,,,,René,RAST,,,DEU,,307,5,,,,,,,,,,,,,,,,
32,27,11,3:44.535,+12.909,+4.909,218.5,35,CD Sport,LMP2,P/A,,Ligier JSP217 - Gibson,G,62852,5840,3,5628,258,64,,,,,Christophe,CRESP,,,FRA,,9632,70,,,,Michael,JENSEN,,,DNK,,9543,57,,,,Steven,PALETTE,,,FRA,,7600,70,,,,,,,,,,,,,,,,,,,,,,
33,64,47,3:54.690,+23.064,+10.155,209.0,47,Corvette Racing,LMGTE Pro,,,Chevrolet Corvette C8.R,M,62836,36,2,5984,4,66,,,,,Tommy,MILNER,,,USA,,173,66,,,,Nick,TANDY,,,GBR,,1206,188,,,,Alexander,SIMS,,,GBR,,110,188,,,,,,,,,,,,,,,,,,,,,,
34,63,45,3:54.766,+23.140,+0.076,208.9,49,Corvette Racing,LMGTE Pro,,,Chevrolet Corvette C8.R,M,62860,36,2,5984,4,66,,,,,Antonio,GARCIA,,,ESP,,164,64,,,,Jordan,TAYLOR,,,USA,,181,66,,,,Nicky,CATSBURG,,,NLD,,9020,178,,,,,,,,,,,,,,,,,,,,,,
35,91,21,3:55.467,+23.841,+0.701,208.3,24,Porsche GT Team,LMGTE Pro,,,Porsche 911 RSR - 19,M,62843,5556,2,5965,4368,5,,,,,Gianmaria,BRUNI,,,ITA,,59,119,,,,Richard,LIETZ,,,AUT,,66,17,,,,Frédéric,MAKOWIECKI,,,FRA,,61,70,,,,,,,,,,,,,,,,,,,,,,
36,74,24,3:55.474,+23.848,+0.007,208.3,26,Riley Motorsports,LMGTE Pro,,,Ferrari 488 GTE Evo,M,62861,5466,2,5910,3,66,,,,,Felipe,FRAGA,,,BRA,,9540,32,,,,Sam,BIRD,,,GBR,,302,188,,,,Shane,VAN GISBERGEN,,,NZL,,9671,168,,,,,,,,,,,,,,,,,,,,,,
37,92,16,3:55.542,+23.916,+0.068,208.3,17,Porsche GT Team,LMGTE Pro,,,Porsche 911 RSR - 19,M,62844,5556,2,5965,4368,5,,,,,Michael,CHRISTENSEN,,,DNK,,532,57,,,,Kevin,ESTRE,,,FRA,,1292,70,,,,Laurens,VANTHOOR,,,BEL,,1124,23,,,,,,,,,,,,,,,,,,,,,,
38,51,27,3:55.563,+23.937,+0.021,208.2,30,AF Corse,LMGTE Pro,,,Ferrari 488 GTE Evo,M,62831,16,2,5910,3,119,,,,,Alessandro,PIER GUIDI,,,ITA,,340,119,,,,James,CALADO,,,GBR,,300,188,,,,Daniel,SERRA,,,BRA,,500,32,,,,,,,,,,,,,,,,,,,,,,
39,85,34,3:55.678,+24.052,+0.115,208.1,35,Iron Dames,LMGTE Am,,,Ferrari 488 GTE Evo,M,62840,6158,4,5910,3,119,,,,,Rahel,FREY,,,CHE,,1143,219,,,,Michelle,GATTING,,,DNK,,9343,57,,,,Sarah,BOVY,,,BEL,,1191,23,,,,,,,,,,,,,,,,,,,,,,
40,52,28,3:55.693,+24.067,+0.015,208.1,30,AF Corse,LMGTE Pro,,,Ferrari 488 GTE Evo,M,62832,16,2,5910,3,119,,,,,Miguel,MOLINA,,,ESP,,8526,64,,,,Antonio,FUOCO,,,ITA,,10091,119,,,,Davide,RIGON,,,ITA,,266,119,,,,,,,,,,,,,,,,,,,,,,
41,99,36,3:55.780,+24.154,+0.087,208.0,42,Hardpoint Motorsport,LMGTE Am,,,Porsche 911 RSR - 19,M,62870,6199,4,5965,4368,66,,,,,Andrew,HARYANTO,,,IDN,,10069,113,,,,Alessio,PICARIELLO,,,BEL,,9740,23,,,,Martin,RUMP,,,EST,,10348,65,,,,,,,,,,,,,,,,,,,,,,
42,57,43,3:55.818,+24.192,+0.038,208.0,44,Kessel Racing,LMGTE Am,,,Ferrari 488 GTE Evo,M,62863,120,4,5910,3,219,,,,,Takeshi,KIMURA,,,JPN,,9416,121,,,,Frederik,SCHANDORFF,,,DNK,,10641,57,,,,Mikkel,JENSEN,,,DNK,,8276,57,,,,,,,,,,,,,,,,,,,,,,
43,80,33,3:56.078,+24.452,+0.260,207.8,46,Iron Lynx,LMGTE Am,,,Ferrari 488 GTE Evo,M,62868,5979,4,5910,3,119,,,,,Matteo,CRESSONI,,,ITA,,338,119,,,,Giancarlo,FISICHELLA,,,ITA,,58,119,,,,Richard,HEISTAND,,,USA,,9667,66,,,,,,,,,,,,,,,,,,,,,,
44,61,49,3:56.113,+24.487,+0.035,207.8,49,AF Corse,LMGTE Am,,,Ferrari 488 GTE Evo,M,62865,16,4,5910,3,119,,,,,Louis,PRETTE,,,ITA,,9501,119,,,,Conrad,GRUNEWALD,,,USA,,10447,66,,,,Vincent,ABRIL,,,FRA,,9542,70,,,,,,,,,,,,,,,,,,,,,,
45,59,43,3:56.352,+24.726,+0.239,207.5,44,Inception Racing,LMGTE Am,,,Ferrari 488 GTE Evo,M,62864,6084,4,5910,3,188,,,,,Alexander,WEST,,,SWE,,8800,221,,,,Côme,LEDOGAR,,,FRA,,9296,70,,,,Marvin,KLEIN,,,FRA,,10735,70,,,,,,,,,,,,,,,,,,,,,,
46,77,41,3:56.370,+24.744,+0.018,207.5,45,Dempsey - Proton Racing,LMGTE Am,,,Porsche 911 RSR - 19,M,62838,52,4,5965,4368,5,,,,,Christian,RIED,,,DEU,,90,5,,,,Sebastian,PRIAULX,,,GBR,,10539,188,,,,Harry,TINCKNELL,,,GBR,,303,188,,,,,,,,,,,,,,,,,,,,,,
47,75,36,3:56.590,+24.964,+0.220,207.3,37,Iron Lynx,LMGTE Am,,,Ferrari 488 GTE Evo,M,62867,5979,4,5910,3,119,,,,,Pierre,EHRET,,,DEU,,81,5,,,,Christian,HOOK,,,DEU,,10014,5,,,,Nicolas,VARRONE,,,ARG,,9853,13,,,,,,,,,,,,,,,,,,,,,,
48,21,4,3:56.626,+25.000,+0.036,207.3,35,AF Corse,LMGTE Am,,,Ferrari 488 GTE Evo,M,62818,16,4,5910,3,119,,,,,Simon,MANN,,,USA,,10161,66,,,,Christoph,ULRICH,,,CHE,,8806,219,,,,Toni,VILANDER,,,FIN,,60,69,,,,,,,,,,,,,,,,,,,,,,
49,55,6,3:56.650,+25.024,+0.024,207.3,39,Spirit of Race,LMGTE Am,,,Ferrari 488 GTE Evo,M,62862,5546,4,5910,3,219,,,,,Duncan,CAMERON,,,GBR,,327,188,,,,Matthew,GRIFFIN,,,IRL,,7395,116,,,,David,PEREL,,,ZAF,,9590,2,,,,,,,,,,,,,,,,,,,,,,
50,46,35,3:56.795,+25.169,+0.145,207.2,37,Team Project 1,LMGTE Am,,,Porsche 911 RSR - 19,M,62830,5786,4,5965,4368,5,,,,,Matteo,CAIROLI,,,ITA,,8252,119,,,,Mikkel O.,PEDERSEN,,,DNK,,10545,57,,,,Nicolas,LEUTWILER,,,CHE,,312,219,,,,,,,,,,,,,,,,,,,,,,
51,54,8,3:56.802,+25.176,+0.007,207.2,43,AF Corse,LMGTE Am,,,Ferrari 488 GTE Evo,M,62833,16,4,5910,3,119,,,,,Thomas,FLOHR,,,CHE,,454,219,,,,Francesco,CASTELLACCI,,,ITA,,456,119,,,,Nick,CASSIDY,,,NZL,,9714,168,,,,,,,,,,,,,,,,,,,,,,
52,71,47,3:56.887,+25.261,+0.085,207.1,47,Spirit of Race,LMGTE Am,,,Ferrari 488 GTE Evo,M,62837,5546,4,5910,3,219,,,,,Franck,DEZOTEUX,,,FRA,,10141,70,,,,Pierre,RAGUES,,,FRA,,101,70,,,,Gabriel,AUBRY,,,FRA,,9173,70,,,,,,,,,,,,,,,,,,,,,,
53,33,33,3:57.446,+25.820,+0.559,206.6,35,TF Sport,LMGTE Am,,,Aston Martin VANTAGE AMR,M,62823,364,4,5896,260,188,,,,,Ben,KEATING,,,USA,,1312,66,,,,Henrique,CHAVES,,,PRT,,9157,184,,,,Marco,SØRENSEN,,,DNK,,7812,57,,,,,,,,,,,,,,,,,,,,,,
54,98,30,3:57.584,+25.958,+0.138,206.5,31,Northwest AMR,LMGTE Am,,,Aston Martin VANTAGE AMR,M,62845,6159,4,5896,260,40,,,,,Paul,DALLA LANA,,,CAN,,216,40,,,,David,PITTARD,,,GBR,,10306,188,,,,Nicki,THIIM,,,DNK,,267,57,,,,,,,,,,,,,,,,,,,,,,
55,79,12,3:57.624,+25.998,+0.040,206.4,40,WeatherTech Racing,LMGTE Am,,,Porsche 911 RSR - 19,M,62873,6201,4,5965,4368,66,,,,,Cooper,MACNEIL,,,USA,,258,66,,,,Julien,ANDLAUER,,,FRA,,9192,70,,,,Thomas,MERRILL,,,USA,,10793,66,,,,,,,,,,,,,,,,,,,,,,
56,777,30,3:57.820,+26.194,+0.196,206.3,36,D'Station Racing,LMGTE Am,,,Aston Martin VANTAGE AMR,M,62847,6071,4,5896,260,121,,,,,Satoshi,HOSHINO,,,JPN,,1310,121,,,,Tomonobu,FUJII,,,JPN,,1308,121,,,,Charles,FAGG,,,GBR,,10538,188,,,,,,,,,,,,,,,,,,,,,,
57,86,5,3:57.974,+26.348,+0.154,206.1,38,GR Racing,LMGTE Am,,,Porsche 911 RSR - 19,M,62841,6065,4,5965,4368,188,,,,,Michael,WAINWRIGHT,,,GBR,,442,188,,,,Riccardo,PERA,,,ITA,,9187,119,,,,Benjamin,BARKER,,,GBR,,594,188,,,,,,,,,,,,,,,,,,,,,,
58,56,24,3:57.997,+26.371,+0.023,206.1,29,Team Project 1,LMGTE Am,,,Porsche 911 RSR - 19,M,62834,5786,4,5965,4368,5,,,,,Brendan,IRIBE,,,USA,,9833,66,,,,Oliver,MILLROY,,,GBR,,1213,188,,,,Ben,BARNICOAT,,,GBR,,9429,188,,,,,,,,,,,,,,,,,,,,,,
59,93,4,3:58.445,+26.819,+0.448,205.7,39,Proton Competition,LMGTE Am,,,Porsche 911 RSR - 19,M,62869,45,4,5965,4368,5,,,,,Michael,FASSBENDER,,,IRL,,9752,116,,,,Matt,CAMPBELL,,,AUS,,8944,16,,,,Zacharie,ROBICHON,,,CAN,,10636,40,,,,,,,,,,,,,,,,,,,,,,
60,60,22,3:58.674,+27.048,+0.229,205.5,22,Iron Lynx,LMGTE Am,,,Ferrari 488 GTE Evo,M,62835,5979,4,5910,3,119,,,,,Claudio,SCHIAVONI,,,CHE,,8812,219,,,,Alessandro,BALZAN,,,ITA,,8832,119,,,,Raffaele,GIANMARIA,,,ITA,,10736,119,,,,,,,,,,,,,,,,,,,,,,
61,66,7,3:58.872,+27.246,+0.198,205.4,31,JMW Motorsport,LMGTE Am,,,Ferrari 488 GTE Evo,M,62866,35,4,5910,3,188,,,,,Renger,VAN DER ZANDE,,,NLD,,1920,178,,,,Mark,KVAMME,,,USA,,8838,66,,,,Jason,HART,,,USA,,10737,66,,,,Jody,FANNIN,,,GBR,,8522,188,,,,,,,,,,,,,,,,
62,88,30,3:59.304,+27.678,+0.432,205.0,48,Dempsey - Proton Racing,LMGTE Am,,,Porsche 911 RSR - 19,M,62842,52,4,5965,4368,5,,,,,Fred,POORDAD,,,USA,,10335,66,,,,Maxwell,ROOT,,,USA,,9814,66,,,,Jan,HEYLEN,,,BEL,,10540,23,,,,,,,,,,,,,,,,,,,,,,
