POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
13,20,28,1:56.853,+8.228,+0.659,166.1,32,SPS Automotive Performance,GT,AM,GT-AM,Mercedes AMG GT3,M,57873,5929,4083,5592,4314,5,,,,,Valentin,Pierburg,B,,DEU,,9527,5,,,,John,Loggie,B,,GBR,,10227,188,,,,Mikael,Grenier,S,,CAN,,10448,40,,,,,,,,,,,,,,,,,,,,,,
14,91,4,1:56.879,+8.254,+0.026,166.0,28,Herberth Motorsport,GT,,,Porsche 911 GT3 R,M,57888,6083,4083,4343,4368,5,,,,,Alfred,Renauer,S,,DEU,,10071,5,,,,Robert,Renauer,G,,DEU,,10207,,,,,Ralf,Bohn,B,,DEU,,10137,5,,,,,,,,,,,,,,,,,,,,,,
15,69,3,1:57.024,+8.399,+0.145,165.8,33,Oman Racing,GT,,,Aston Martin Vantage AMR GT3,M,57884,6129,4083,6085,260,170,,,,,Ahmad,AL Harthy,B,,OMN,,8810,170,,,,Samuel,de Haan,S,,GBR,,10441,188,,,,Charles,Eastwood,G,,IRL,,9016,116,,,,,,,,,,,,,,,,,,,,,,
16,17,2,1:57.094,+8.469,+0.070,165.7,33,AF Corse,GT,,,Ferrari 488 GT3,M,57872,16,4083,5578,3,119,,,,,Louis,Prette,S,,MCO,,9501,119,,,,Vincent,Abril,G,,FRA,,9542,70,,,,Conrad,Grunewald,B,,USA,,10447,66,,,,,,,,,,,,,,,,,,,,,,
17,7,2,1:57.337,+8.712,+0.243,165.4,28,Inception Racing,GT,,,McLaren 720S GT3,M,57870,6084,4083,6044,60,188,,,,,Brendan,Iribe,B,,USA,,9833,66,,,,Ollie,Millroy,S,,GBR,,1213,188,,,,Benjamin,Barnicoat,G,,GBR,,9429,188,,,,,,,,,,,,,,,,,,,,,,
18,34,3,1:57.367,+8.742,+0.030,165.3,34,Walkenhorst Motorsport,GT,,,BMW M4 GT3,M,57875,6177,4083,6128,4433,5,,,,,Chandler,Hull,B,,USA,,10403,66,,,,Jonathan,Miller,S,,USA,,10405,66,,,,Nicky,Catsburg,P,,NLD,,9020,178,,,,,,,,,,,,,,,,,,,,,,
19,6,10,1:57.426,+8.801,+0.059,165.2,23,Haupt Racing Team,GT,,,Mercedes AMG GT3,M,57869,6182,4083,5592,4314,5,,,,,Hubert,Haupt,S,,DEU,,6986,5,,,,Rory,Penttinen,B,,FIN,,9628,69,,,,Arjun,Maini,G,,IND,,9355,112,,,,,,,,,,,,,,,,,,,,,,
20,95,5,1:57.486,+8.861,+0.060,165.2,31,TF Sport,GT,,,Aston Martin Vantage AMR GT3,M,57889,364,4083,6085,260,188,,,,,John,Hartshorne,B,,GBR,,823,188,,,,Jonathan,Adam,P,,GBR,,194,188,,,,Henrique,Chaves,S,,PRT,,9157,184,,,,,,,,,,,,,,,,,,,,,,
21,77,4,1:57.588,+8.963,+0.102,165.0,27,D'Station Racing,GT,,,Aston Martin Vantage AMR GT3,M,57886,6071,4083,6085,260,121,,,,,Satoshi,Hoshino,B,,JPN,,1310,121,,,,Tomonobu,Fujii,G,,JPN,,1308,121,,,,Thomas,Gamble,S,,GBR,,9549,188,,,,,,,,,,,,,,,,,,,,,,
22,51,13,1:58.024,+9.399,+0.436,164.4,29,AF Corse,GT,,,Ferrari 488 GT3,M,57879,16,4083,5578,3,119,,,,,Alessandro,Pier Guidi,P,,ITA,,340,119,,,,Victor,Gomez,S,,PRI,,10440,183,,,,Francesco,Piovanetti,B,,PRI,,9528,66,,,,,,,,,,,,,,,,,,,,,,
23,55,9,1:58.084,+9.459,+0.060,164.3,28,Rinaldi Racing,GT,,,Ferrari 488 GT3,M,57880,6020,4083,5578,3,5,,,,,Rino,Mastronardi,B,,ITA,,1300,119,,,,David,Perel,S,,ZAF,,9590,2,,,,Davide,Rigon,P,,ITA,,266,119,,,,,,,,,,,,,,,,,,,,,,
24,99,20,1:58.181,+9.556,+0.097,164.2,28,Herberth Motorsport,GT,AM,GT-AM,Porsche 911 GT3 R,M,57891,6083,4083,4343,4368,5,,,,,Jurgen,Haring,B,,DEU,,10437,5,,,,Fin,Gehrsitz,B,,DEU,,,,,,,Marco,Seefried,S,,DEU,,536,5,,,,,,,,,,,,,,,,,,,,,,
25,42,2,1:58.261,+9.636,+0.080,164.1,22,Optimum Motorsport,GT,,,McLaren 720S GT3,M,57877,5576,4083,6044,60,188,,,,,Nicholas,Moss,B,,GBR,,10434,188,,,,Andrew,Watson,S,,GBR,,9573,188,,,,Joseph,Osborne,G,,GBR,,8256,188,,,,,,,,,,,,,,,,,,,,,,
26,72,9,1:58.311,+9.686,+0.050,164.0,32,Koiranen Kemppi  Motorsport,LMP3,,,Duqueine M30-D08-Nissan,M,57868,6181,6,5979,4408,69,,,,,Tomi,Veijalainen,B,,FIN,,10432,69,,,,Jesse,Salmenautio,S,,FIN,,10439,69,,,,Nikita,Aleksandrov,S,,RUS,,10445,189,,,,,,,,,,,,,,,,,,,,,,
27,57,25,1:58.425,+9.800,+0.114,163.9,30,Kessel Racing,GT,AM,GT-AM,Ferrari 488 GT3,M,57881,120,4083,5578,3,219,,,,,Roman,Ziemian,B,,POL,,10435,181,,,,Francesco,Zollo,B,,ITA,,10226,119,,,,Axcil,Jefferies,S,,ZWE,,9876,188,,,,,,,,,,,,,,,,,,,,,,
28,59,6,1:58.437,+9.812,+0.012,163.8,27,Garage 59,GT,,,McLaren 720S GT3,M,57882,5770,4083,6044,60,188,,,,,Nicolai,Kjaergaard,S,,DNK,,10305,57,,,,Manuel,Maldonado,S,,VEN,,9880,246,,,,James,Vowles,B,,GBR,,10450,188,,,,,,,,,,,,,,,,,,,,,,
29,33,16,1:58.593,+9.968,+0.156,163.6,30,Herberth Motorsport,GT,,,Porsche 911 GT3 R,M,57874,6083,4083,4343,4368,5,,,,,Antares,AU,B,,HKG,,10412,92,,,,Yifei,YE,S,,CHN,,10068,43,,,,Klaus,Bachler,G,,AUT,,291,17,,,,,,,,,,,,,,,,,,,,,,
30,74,12,1:59.115,+10.490,+0.522,162.9,35,Kessel Racing,GT,,,Ferrari 488 GT3,M,57885,120,4083,5578,3,219,,,,,Michel,Broniszewski,B,,POL,,472,181,,,,David,Fumanelli,S,,ITA,,9822,119,,,,Mikkel,Jensen,G,,DNK,,8276,57,,,,,,,,,,,,,,,,,,,,,,
31,88,20,1:59.197,+10.572,+0.082,162.8,25,Garage 59,GT,,,McLaren 720S GT3,M,57887,5770,4083,6044,60,188,,,,,Alexander,West,B,,SWE,,8800,221,,,,Frankie,Bird,S,,GBR,,10442,188,,,,Marvin,Kirchofer,G,,DEU,,10451,5,,,,,,,,,,,,,,,,,,,,,,
32,12,12,1:59.327,+10.702,+0.130,162.6,28,Dinamic Motorsport,GT,,,Porsche 911 GT3 R,M,57871,6183,4083,4343,4368,119,,,,,Giorgio,Roda,S,,ITA,,458,119,,,,Benjamin,Barker,G,,GBR,,594,188,,,,Philipp,Sager,B,,AUT,,10446,17,,,,,,,,,,,,,,,,,,,,,,
33,96,17,2:00.148,+11.523,+0.821,161.5,26,Attempto Racing,GT,,,Audi R8 LMS GT3 EVO,M,57890,6186,4083,6129,1,5,,,,,Alexander,AKA,S,,DEU,,10436,5,,,,Florian,Scholze,B,,DEU,,9586,5,,,,Finlay,Hutchison,S,,GBR,,9615,188,,,,,,,,,,,,,,,,,,,,,,
34,35,4,2:00.483,+11.858,+0.335,161.1,26,Walkenhorst Motorsport,GT,AM,GT-AM,BMW M4 GT3,M,57876,6177,4083,6128,4433,5,,,,,Mario,van Bohlen,S,,DEU,,10433,5,,,,Henry,Walkenhorst,B,,DEU,,10404,5,,,,Jorg,Breuer,B,,DEU,,10449,5,,,,,,,,,,,,,,,,,,,,,,
35,66,29,2:01.167,+12.542,+0.684,160.1,30,YC Panda Racing,GT,AM,GT-AM,Audi R8 LMS GT3 EVO,M,57883,6185,4083,6129,1,43,,,,,Douglas,Khoo,B,,MYS,,9535,142,,,,Bashar,Mardini,B,,ARE,,10401,61,,,,Edgar,LAU,S,,HKG,,8836,92,,,,,,,,,,,,,,,,,,,,,,
36,48,19,2:08.173,+19.548,+7.006,151.4,19,Saalocin by Kox Racing,GT,,,Porsche 911 GT3 R,M,57878,6184,4083,4343,4368,61,,,,,Nicolas,Pronk,B,,NLD,,1198,178,,,,Stephane,KOX,S,,NLD,,8776,178,,,,Peter,KOX,S,,NLD,,691,178,,,,,,,,,,,,,,,,,,,,,,
